MIB Module,Object Name,OID,Kind,Syntax,Access,Description
ML620R-MIB,portMembers,1.3.6.1.4.1.5468.510.1.2.1.5,column,"INTEGER { cpu(0), fastEthernet1(2), fastEthernet2(4), fastEthernet3(6), fastEthe",read-only,Description.
ML620R-MIB,clearMacTable,1.3.6.1.4.1.5468.510.1.3,scalar,INTEGER { clear(1) },read-write,Description.
ML620R-MIB,wanDesciiption,1.3.6.1.4.1.5468.510.1.5.1.1.1,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanVlid,1.3.6.1.4.1.5468.510.1.5.1.1.2,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanProtocol,1.3.6.1.4.1.5468.510.1.5.1.1.3,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanIP,1.3.6.1.4.1.5468.510.1.5.1.1.4,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanNetMask,1.3.6.1.4.1.5468.510.1.5.1.1.5,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanGateway,1.3.6.1.4.1.5468.510.1.5.1.1.6,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanStaus,1.3.6.1.4.1.5468.510.1.5.1.1.7,column,OCTET STRING,read-only,Description.
ML620R-MIB,routeIndex,1.3.6.1.4.1.5468.510.1.6.1.1,column,INTEGER (1..16),read-only,Description.
ML620R-MIB,routeDestination,1.3.6.1.4.1.5468.510.1.6.1.2,column,OCTET STRING,read-only,Description.
ML620R-MIB,routeNetmask,1.3.6.1.4.1.5468.510.1.6.1.3,column,OCTET STRING,read-only,Description.
ML620R-MIB,routeGateway,1.3.6.1.4.1.5468.510.1.6.1.4,column,OCTET STRING,read-only,Description.
ML620R-MIB,firmwareVersion,1.3.6.1.4.1.5468.510.1.7.1,scalar,OCTET STRING,read-only,Description.
ML620R-MIB,firmwareDate,1.3.6.1.4.1.5468.510.1.7.2,scalar,OCTET STRING,read-only,Description.
ML620R-MIB,deviceMAC,1.3.6.1.4.1.5468.510.1.7.3,scalar,OCTET STRING,read-only,Description.
ML620R-MIB,deviceUptime,1.3.6.1.4.1.5468.510.1.7.4,scalar,OCTET STRING,read-only,Device Uptime.
ML620R-MIB,hslUptime,1.3.6.1.4.1.5468.510.1.7.5,scalar,OCTET STRING,read-only,Hsl Uptime.
ML620R-MIB,serviceType,1.3.6.1.4.1.5468.510.2.1.1,scalar,"INTEGER { rt(1), co(2) }",read-write,Description.
ML620R-MIB,wireMode,1.3.6.1.4.1.5468.510.2.1.2,scalar,"INTEGER { dsl2WireMode(3), dsl4WireMode(4), dsl6WireMode(5), dsl8WireMode(6) }",read-write,Description.
ML620R-MIB,standType,1.3.6.1.4.1.5468.510.2.1.3,scalar,"INTEGER { annexA(7), annexB(8) }",read-write,Description.
ML620R-MIB,lineProbe,1.3.6.1.4.1.5468.510.2.1.4,scalar,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,minimumRate,1.3.6.1.4.1.5468.510.2.1.5,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,maximumRate,1.3.6.1.4.1.5468.510.2.1.6,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,dslMode,1.3.6.1.4.1.5468.510.2.1.7,scalar,"INTEGER { dslAtmMode(12), dslEfmMode(13) }",read-write,Description.
ML620R-MIB,capListStyle,1.3.6.1.4.1.5468.510.2.1.8,scalar,"INTEGER { newcaplist(0), oldcaplist(1), auto(2) }",read-write,Description.
