MIB Module,Object Name,OID,Kind,Syntax,Access,Description
ML620R-MIB,extendMode,1.3.6.1.4.1.5468.510.2.1.9,scalar,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,extendRate,1.3.6.1.4.1.5468.510.2.1.10,scalar,Integer32 (24..1875),read-write,unit is 8kbps
ML620R-MIB,portIndex,1.3.6.1.4.1.5468.510.2.2.1.1,column,INTEGER (1..4),read-only,Description.
ML620R-MIB,speed,1.3.6.1.4.1.5468.510.2.2.1.2,column,"INTEGER { speed10Mbps(1), speed100Mbps(2), auto(3) }",read-write,Description.
ML620R-MIB,duplex,1.3.6.1.4.1.5468.510.2.2.1.3,column,"INTEGER { halflDuplex(0), fullDuplex(1), autro(2) }",read-write,Description.
ML620R-MIB,flowControl,1.3.6.1.4.1.5468.510.2.2.1.4,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,maximumFrameSize,1.3.6.1.4.1.5468.510.2.2.1.5,column,Integer32 (0..9000),read-write,Description.
ML620R-MIB,portStatus,1.3.6.1.4.1.5468.510.2.2.1.6,column,"INTEGER { down(0), speed10half(1), speed10full(2), speed100half(3), speed100full",read-only,Description.
ML620R-MIB,sPortId,1.3.6.1.4.1.5468.510.2.3,scalar,INTEGER (0..65536),read-write,Description. This is Global VLAN Configuration Ethertype for Custom S-ports
ML620R-MIB,valnIndex,1.3.6.1.4.1.5468.510.2.4.1.1,column,"INTEGER { vlanPort1(1), vlanPort2(2), vlanPort3(3), vlanPort4(4), gshdsl(5), e1(",read-only,Description.
ML620R-MIB,portType,1.3.6.1.4.1.5468.510.2.4.1.2,column,"INTEGER { unaware(0), cPort(1) }",read-write,Description.
ML620R-MIB,portVlan,1.3.6.1.4.1.5468.510.2.4.1.3,column,Integer32,read-write,Description.
ML620R-MIB,ingressAcceptance,1.3.6.1.4.1.5468.510.2.4.1.4,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,allowedVlans,1.3.6.1.4.1.5468.510.2.4.1.5,column,OCTET STRING,read-write,Description.
ML620R-MIB,vlanmode,1.3.6.1.4.1.5468.510.2.4.1.6,column,"INTEGER { access(0), trunk(1), hybird(2) }",read-write,Description.
ML620R-MIB,addDhcpVlanRange,1.3.6.1.4.1.5468.510.2.5.1,scalar,OCTET STRING,read-write,Description: if you want to set 1-21 and 33-35 and 37-37 you must set three times: 1-21 33-35 37-37
ML620R-MIB,deleteDhcpVlanRange,1.3.6.1.4.1.5468.510.2.5.2,scalar,OCTET STRING,read-write,Description. similiar to add cmd.
ML620R-MIB,dhcpServerModeConfiguration,1.3.6.1.4.1.5468.510.2.5.3,scalar,OCTET STRING,read-only,Description.
ML620R-MIB,excludedIndex,1.3.6.1.4.1.5468.510.2.5.4.1.1,column,INTEGER (1..16),read-only,Description.
ML620R-MIB,lowIPAddress,1.3.6.1.4.1.5468.510.2.5.4.1.2,column,IpAddress,read-write,Description.
ML620R-MIB,highIPAddress,1.3.6.1.4.1.5468.510.2.5.4.1.3,column,IpAddress,read-write,Description.
ML620R-MIB,excludeIPActive,1.3.6.1.4.1.5468.510.2.5.4.1.4,column,"INTEGER { delete(0), add(1), default(2) }",read-write,Description.
ML620R-MIB,excludeStatus,1.3.6.1.4.1.5468.510.2.5.4.1.5,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,dhcpPoolIndex,1.3.6.1.4.1.5468.510.2.5.5.1.1,column,INTEGER (1..16),read-only,Description.
ML620R-MIB,dhcpPoolName,1.3.6.1.4.1.5468.510.2.5.5.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,dhcpPoolIPAddress,1.3.6.1.4.1.5468.510.2.5.5.1.3,column,IpAddress,read-write,Description.
ML620R-MIB,dhcpPooSubnetMask,1.3.6.1.4.1.5468.510.2.5.5.1.4,column,IpAddress,read-write,Description.
ML620R-MIB,dhcpPoolLeaseTime,1.3.6.1.4.1.5468.510.2.5.5.1.5,column,Integer32,read-write,Description.
ML620R-MIB,dhcpPoolDefaultRouter,1.3.6.1.4.1.5468.510.2.5.5.1.6,column,IpAddress,read-write,Description.
ML620R-MIB,dnsServer1,1.3.6.1.4.1.5468.510.2.5.5.1.7,column,IpAddress,read-write,Description.
ML620R-MIB,dnsServer2,1.3.6.1.4.1.5468.510.2.5.5.1.8,column,IpAddress,read-write,Description.
ML620R-MIB,dhcpPoolActive,1.3.6.1.4.1.5468.510.2.5.5.1.9,column,"INTEGER { delete(0), add(1), default(2) }",read-write,Description.
ML620R-MIB,dhcpPoolStatus,1.3.6.1.4.1.5468.510.2.5.5.1.10,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,dhcpClientIndex,1.3.6.1.4.1.5468.510.2.5.6.1.1,column,Integer32 (1..100),read-only,Description.
ML620R-MIB,dhcpClientName,1.3.6.1.4.1.5468.510.2.5.6.1.2,column,OCTET STRING,read-only,Description.
ML620R-MIB,dhcpMacAddress,1.3.6.1.4.1.5468.510.2.5.6.1.3,column,OCTET STRING,read-only,Description.
ML620R-MIB,dhcpIPAddress,1.3.6.1.4.1.5468.510.2.5.6.1.4,column,OCTET STRING,read-only,Description.
ML620R-MIB,dhcpLeaseTime,1.3.6.1.4.1.5468.510.2.5.6.1.5,column,OCTET STRING,read-only,Description.
ML620R-MIB,wanIndex,1.3.6.1.4.1.5468.510.2.6.1.1.1,column,INTEGER (1..20),read-only,Description.
ML620R-MIB,description,1.3.6.1.4.1.5468.510.2.6.1.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,vlanID,1.3.6.1.4.1.5468.510.2.6.1.1.3,column,INTEGER (0..4095),read-write,Description.
ML620R-MIB,defaultRoute,1.3.6.1.4.1.5468.510.2.6.1.1.4,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,nat,1.3.6.1.4.1.5468.510.2.6.1.1.5,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,protocol,1.3.6.1.4.1.5468.510.2.6.1.1.6,column,"INTEGER { static(0), dhcp(1), pppoe(2), pppoa(3), ipoa(4) }",read-write,Description.
ML620R-MIB,action,1.3.6.1.4.1.5468.510.2.6.1.1.7,column,"INTEGER { delete(0), edit(1), creat(2), default(4) }",read-write,Description.
ML620R-MIB,wanStatus,1.3.6.1.4.1.5468.510.2.6.1.1.8,column,"INTEGER { disable(0), enablel(1) }",read-only,Description.
ML620R-MIB,staticIPAddress,1.3.6.1.4.1.5468.510.2.6.2.1.1,column,IpAddress,read-write,Description.
ML620R-MIB,staticSubnetMask,1.3.6.1.4.1.5468.510.2.6.2.1.2,column,IpAddress,read-write,Description.
ML620R-MIB,staticGateway,1.3.6.1.4.1.5468.510.2.6.2.1.3,column,IpAddress,read-write,Description.
ML620R-MIB,staticApply,1.3.6.1.4.1.5468.510.2.6.2.1.4,column,"INTEGER { disable(0), apply(1) }",read-write,Description.
ML620R-MIB,dhcpStatus,1.3.6.1.4.1.5468.510.2.6.3.1.1,column,"INTEGER { disable(0), enable(1) }",read-only,Description.
ML620R-MIB,userName,1.3.6.1.4.1.5468.510.2.6.4.1.1,column,OCTET STRING,read-write,Description.
ML620R-MIB,passWord,1.3.6.1.4.1.5468.510.2.6.4.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,confirm,1.3.6.1.4.1.5468.510.2.6.4.1.3,column,OCTET STRING,read-write,Description.
ML620R-MIB,keepAlive,1.3.6.1.4.1.5468.510.2.6.4.1.4,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,idleTimeout,1.3.6.1.4.1.5468.510.2.6.4.1.5,column,TimeTicks,read-write,Description.
ML620R-MIB,pppoeApply,1.3.6.1.4.1.5468.510.2.6.4.1.6,column,"INTEGER { disable(0), apply(1) }",read-write,Description.
ML620R-MIB,aclIndex,1.3.6.1.4.1.5468.510.2.7.1.1.1,column,INTEGER (1..32),read-only,Description.
ML620R-MIB,ingressPort,1.3.6.1.4.1.5468.510.2.7.1.1.2,column,"INTEGER { cpu(0), port1(1), port2(2), port3(3), port4(4), gshdsl(5), e1(6), all(",read-write,Description.
ML620R-MIB,aclAction,1.3.6.1.4.1.5468.510.2.7.1.1.3,column,"INTEGER { deny(0), peimit(1), redirect(2), remarkQueue(3), remarkPriority(4), re",read-write,Description.
ML620R-MIB,portRedirect,1.3.6.1.4.1.5468.510.2.7.1.1.4,column,"INTEGER { cpuport(0), port1(1), port2(2), port3(3), port4(4), gshdsl(5), e1(6) }",read-write,Description.
ML620R-MIB,frameType,1.3.6.1.4.1.5468.510.2.7.1.1.5,column,"INTEGER { etype(0), ipv4(1) }",read-write,Description.
ML620R-MIB,aclRemarkQueueID,1.3.6.1.4.1.5468.510.2.7.1.1.6,column,INTEGER (0..5),read-write,Description.
ML620R-MIB,aclRemarkPriority,1.3.6.1.4.1.5468.510.2.7.1.1.7,column,INTEGER (0..7),read-write,Description.
ML620R-MIB,aclRemarkDscp,1.3.6.1.4.1.5468.510.2.7.1.1.8,column,INTEGER (0..63),read-write,Description.
ML620R-MIB,aclOption,1.3.6.1.4.1.5468.510.2.7.1.1.9,column,"INTEGER { delete(0), edit(1), creat(2), default(4) }",read-write,Description.
ML620R-MIB,aclStatus,1.3.6.1.4.1.5468.510.2.7.1.1.10,column,"INTEGER { disable(0), enable(1) }",read-only,Description.
ML620R-MIB,dmacValue,1.3.6.1.4.1.5468.510.2.7.2.1.1,column,PhysAddress,read-write,Description.
ML620R-MIB,dmacMask,1.3.6.1.4.1.5468.510.2.7.2.1.2,column,PhysAddress,read-write,Description.
ML620R-MIB,smacValue,1.3.6.1.4.1.5468.510.2.7.2.1.3,column,PhysAddress,read-write,Description.
ML620R-MIB,smacMask,1.3.6.1.4.1.5468.510.2.7.2.1.4,column,PhysAddress,read-write,Description.
ML620R-MIB,etypeValue,1.3.6.1.4.1.5468.510.2.7.2.1.5,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,etypeMask,1.3.6.1.4.1.5468.510.2.7.2.1.6,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,taggedVlanId,1.3.6.1.4.1.5468.510.2.7.2.1.7,column,INTEGER (1..4095),read-write,Description.
ML620R-MIB,taggedVlanMask,1.3.6.1.4.1.5468.510.2.7.2.1.8,column,INTEGER (0..4095),read-write,Description.
ML620R-MIB,tagPriority,1.3.6.1.4.1.5468.510.2.7.2.1.9,column,INTEGER (0..7),read-write,Description.
ML620R-MIB,tagPriorityMask,1.3.6.1.4.1.5468.510.2.7.2.1.10,column,INTEGER (0..7),read-write,Description.
ML620R-MIB,etypeApply,1.3.6.1.4.1.5468.510.2.7.2.1.11,column,"INTEGER { disable(0), apply(1) }",read-write,Description.
ML620R-MIB,dipFilterAddress,1.3.6.1.4.1.5468.510.2.7.3.1.1,column,IpAddress,read-write,Description.
ML620R-MIB,dipFilterMask,1.3.6.1.4.1.5468.510.2.7.3.1.2,column,IpAddress,read-write,Description.
ML620R-MIB,sipFilterAddress,1.3.6.1.4.1.5468.510.2.7.3.1.3,column,IpAddress,read-write,Description.
ML620R-MIB,sipFilterMask,1.3.6.1.4.1.5468.510.2.7.3.1.4,column,IpAddress,read-write,Description.
ML620R-MIB,dportLow,1.3.6.1.4.1.5468.510.2.7.3.1.5,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,dportHigh,1.3.6.1.4.1.5468.510.2.7.3.1.6,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,sportLow,1.3.6.1.4.1.5468.510.2.7.3.1.7,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,sportHigh,1.3.6.1.4.1.5468.510.2.7.3.1.8,column,INTEGER (0..65535),read-write,Description.
ML620R-MIB,tosDscpValue,1.3.6.1.4.1.5468.510.2.7.3.1.9,column,INTEGER (0..255),read-write,Description.
ML620R-MIB,tosDscpMask,1.3.6.1.4.1.5468.510.2.7.3.1.10,column,INTEGER (0..255),read-write,Description.
ML620R-MIB,ipv4Apply,1.3.6.1.4.1.5468.510.2.7.3.1.11,column,"INTEGER { disable(0), apply(1) }",read-write,Description.
ML620R-MIB,qosIngressPort,1.3.6.1.4.1.5468.510.2.8.1.1.1.1,column,"INTEGER { cpu(1), port1(2), port2(3), port3(4), port4(5), e1(6) }",read-only,Description.
ML620R-MIB,portDefaultPriority,1.3.6.1.4.1.5468.510.2.8.1.1.1.2,column,INTEGER (0..7),read-write,Description.
ML620R-MIB,tagClassificationEnable,1.3.6.1.4.1.5468.510.2.8.2.1,scalar,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,priorityCodePoint,1.3.6.1.4.1.5468.510.2.8.2.2.1.1,column,"INTEGER { priority0(1), priority1(2), priority2(3), priority3(4), priority4(5), ",read-only,Description.
ML620R-MIB,qosClass,1.3.6.1.4.1.5468.510.2.8.2.2.1.2,column,INTEGER (0..3),read-write,Description.
ML620R-MIB,dscpBasedQosIngressEnable,1.3.6.1.4.1.5468.510.2.8.3.1,scalar,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,qosClassForAllDSCP,1.3.6.1.4.1.5468.510.2.8.3.2,scalar,INTEGER (0..3),read-write,Description.
ML620R-MIB,dscpIndex,1.3.6.1.4.1.5468.510.2.8.3.3.1.1,column,INTEGER (1..64),read-only,Description.
ML620R-MIB,dscpValue,1.3.6.1.4.1.5468.510.2.8.3.3.1.2,column,INTEGER (0..63),read-only,Description.
ML620R-MIB,dscpQosClass,1.3.6.1.4.1.5468.510.2.8.3.3.1.3,column,INTEGER (0..3),read-write,Description.
ML620R-MIB,schedulerMode,1.3.6.1.4.1.5468.510.2.8.4.1,scalar,"INTEGER { strict(0), wrr(1) }",read-write,Description.
ML620R-MIB,queue,1.3.6.1.4.1.5468.510.2.8.4.2.1.1,column,INTEGER (1..6),read-only,Description.
ML620R-MIB,queueLimitMode,1.3.6.1.4.1.5468.510.2.8.4.2.1.2,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,queueSpeed,1.3.6.1.4.1.5468.510.2.8.4.2.1.3,column,INTEGER (0..9999),read-write,Description.
ML620R-MIB,queueSpeedUnit,1.3.6.1.4.1.5468.510.2.8.4.2.1.4,column,"INTEGER { kbps(0), mbps(1) }",read-write,Description.
ML620R-MIB,queueWeight,1.3.6.1.4.1.5468.510.2.8.4.2.1.5,column,INTEGER (0..31),read-write,Description.
ML620R-MIB,policerIndex,1.3.6.1.4.1.5468.510.2.8.5.1.1.1,column,Integer32 (1..4),read-only,Description.
ML620R-MIB,policerMode,1.3.6.1.4.1.5468.510.2.8.5.1.1.2,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,policerRate,1.3.6.1.4.1.5468.510.2.8.5.1.1.3,column,Integer32,read-write,Description.
ML620R-MIB,policerUnit,1.3.6.1.4.1.5468.510.2.8.5.1.1.4,column,"INTEGER { kbps(0), mbps(1) }",read-write,Description.
ML620R-MIB,actiiveVirtualIndex,1.3.6.1.4.1.5468.510.2.9.1.1.1,column,Integer32 (1..8),read-only,Description.
ML620R-MIB,virtualServersDescription,1.3.6.1.4.1.5468.510.2.9.1.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,virtualServersStartPort,1.3.6.1.4.1.5468.510.2.9.1.1.3,column,Integer32,read-write,Description.
ML620R-MIB,virtualServersEndPort,1.3.6.1.4.1.5468.510.2.9.1.1.4,column,Integer32,read-write,Description.
ML620R-MIB,virtualServersLocalIP,1.3.6.1.4.1.5468.510.2.9.1.1.5,column,IpAddress,read-write,Description.
ML620R-MIB,virtualServersProtocol,1.3.6.1.4.1.5468.510.2.9.1.1.6,column,"INTEGER { all(0), tcp(1), udp(2) }",read-write,Description.
ML620R-MIB,virtualServersInternalInterface,1.3.6.1.4.1.5468.510.2.9.1.1.7,column,OCTET STRING,read-write,Description.
ML620R-MIB,virtualServersExternalInterface,1.3.6.1.4.1.5468.510.2.9.1.1.8,column,OCTET STRING,read-write,Description.
ML620R-MIB,virtualServersAction,1.3.6.1.4.1.5468.510.2.9.1.1.9,column,"INTEGER { add(0), modify(1), delete(2), default(3) }",read-write,Description.
ML620R-MIB,virtualServersStatus,1.3.6.1.4.1.5468.510.2.9.1.1.10,column,"INTEGER { enable(0), disable(1) }",read-only,Description.
ML620R-MIB,upnpindex,1.3.6.1.4.1.5468.510.2.9.2.1.1.1,column,Integer32 (1),read-only,Description.
ML620R-MIB,uPnPService,1.3.6.1.4.1.5468.510.2.9.2.1.1.2,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,internalInterface,1.3.6.1.4.1.5468.510.2.9.2.1.1.3,column,OCTET STRING,read-write,Description.
ML620R-MIB,externalInterface,1.3.6.1.4.1.5468.510.2.9.2.1.1.4,column,OCTET STRING,read-write,Description.
ML620R-MIB,uPnPConfigurationApply,1.3.6.1.4.1.5468.510.2.9.2.1.1.5,column,"INTEGER { default(0), apply(1) }",read-write,Description.
ML620R-MIB,upnpsIndex,1.3.6.1.4.1.5468.510.2.9.2.2.1.1,column,Integer32 (1..8),read-only,Description.
ML620R-MIB,uPnPDescription,1.3.6.1.4.1.5468.510.2.9.2.2.1.2,column,OCTET STRING,read-only,Description.
ML620R-MIB,uPnPProtocol,1.3.6.1.4.1.5468.510.2.9.2.2.1.3,column,OCTET STRING,read-only,Description.
ML620R-MIB,uPnPExternPort,1.3.6.1.4.1.5468.510.2.9.2.2.1.4,column,OCTET STRING,read-only,Description.
ML620R-MIB,uPnPLocalIP,1.3.6.1.4.1.5468.510.2.9.2.2.1.5,column,OCTET STRING,read-only,Description.
ML620R-MIB,uPnPLocalPort,1.3.6.1.4.1.5468.510.2.9.2.2.1.6,column,OCTET STRING,read-only,Description.
ML620R-MIB,uPnPStatus,1.3.6.1.4.1.5468.510.2.9.2.2.1.7,column,Integer32,read-only,Description.
ML620R-MIB,interface,1.3.6.1.4.1.5468.510.2.10.1.1,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,defaultSetting,1.3.6.1.4.1.5468.510.2.10.1.2,scalar,"INTEGER { drop(0), accept(1) }",read-write,Description.
ML620R-MIB,ipFilterIndex,1.3.6.1.4.1.5468.510.2.10.2.1.1,column,Integer32 (1..8),read-write,Description.
ML620R-MIB,ipFilterSourceIPStart,1.3.6.1.4.1.5468.510.2.10.2.1.2,column,IpAddress,read-write,Description.
ML620R-MIB,ipFilterSourceIPEnd,1.3.6.1.4.1.5468.510.2.10.2.1.3,column,IpAddress,read-write,Description.
ML620R-MIB,ipFilterSourcePortStart,1.3.6.1.4.1.5468.510.2.10.2.1.4,column,Integer32 (0..65535),read-write,Description.
ML620R-MIB,ipFilterSourcePortEnd,1.3.6.1.4.1.5468.510.2.10.2.1.5,column,Integer32,read-write,Description.
ML620R-MIB,ipFilterDestinationIPStart,1.3.6.1.4.1.5468.510.2.10.2.1.6,column,IpAddress,read-write,Description.
ML620R-MIB,ipFilterDestinationIPEnd,1.3.6.1.4.1.5468.510.2.10.2.1.7,column,IpAddress,read-write,Description.
ML620R-MIB,ipFilterDestinationPortStart,1.3.6.1.4.1.5468.510.2.10.2.1.8,column,Integer32 (0..65535),read-write,Description.
ML620R-MIB,ipFilterDestinationPortEnd,1.3.6.1.4.1.5468.510.2.10.2.1.9,column,Integer32,read-write,Description.
ML620R-MIB,ipFilterProtocol,1.3.6.1.4.1.5468.510.2.10.2.1.10,column,"INTEGER { all(0), tcp(1), udp(2) }",read-write,Description.
ML620R-MIB,ipFilter,1.3.6.1.4.1.5468.510.2.10.2.1.11,column,"INTEGER { drop(0), accept(1) }",read-write,Description.
ML620R-MIB,ipFilterAction,1.3.6.1.4.1.5468.510.2.10.2.1.12,column,"INTEGER { add(0), delete(1), default(2) }",read-write,Description.
ML620R-MIB,macFilterIndex,1.3.6.1.4.1.5468.510.2.10.3.1.1,column,Integer32 (1..8),read-write,Description.
ML620R-MIB,macFilterAddress,1.3.6.1.4.1.5468.510.2.10.3.1.2,column,PhysAddress,read-write,Description.
ML620R-MIB,macFilter,1.3.6.1.4.1.5468.510.2.10.3.1.3,column,"INTEGER { drop(0), accept(1) }",read-write,Description.
ML620R-MIB,macFilterAction,1.3.6.1.4.1.5468.510.2.10.3.1.4,column,"INTEGER { add(0), delete(1), default(2) }",read-write,Description.
ML620R-MIB,domainFilterIndex,1.3.6.1.4.1.5468.510.2.10.4.1.1,column,Integer32 (1..8),read-write,Description.
ML620R-MIB,domainName,1.3.6.1.4.1.5468.510.2.10.4.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,domainFilter,1.3.6.1.4.1.5468.510.2.10.4.1.3,column,"INTEGER { drop(0), accept(1) }",read-write,Description.
ML620R-MIB,domainFilterAction,1.3.6.1.4.1.5468.510.2.10.4.1.4,column,"INTEGER { add(0), delete(1), default(2) }",read-write,Description.
ML620R-MIB,atmCPCSProtocol,1.3.6.1.4.1.5468.510.2.11.1.1,scalar,"INTEGER { llc(0), vcMux(1) }",read-write,Description.
ML620R-MIB,atmFilterMode,1.3.6.1.4.1.5468.510.2.11.1.2,scalar,"INTEGER { destinationMacAddress(0), vlanID(1) }",read-write,Description.
ML620R-MIB,atmDefaultAction,1.3.6.1.4.1.5468.510.2.11.1.3,scalar,"INTEGER { discard(0), forward(1) }",read-write,Description.
ML620R-MIB,atmIndex,1.3.6.1.4.1.5468.510.2.11.2.1.1,column,INTEGER (1..8),read-only,Description.
ML620R-MIB,vid,1.3.6.1.4.1.5468.510.2.11.2.1.2,column,INTEGER (1..4095),read-write,Description.
ML620R-MIB,vpi,1.3.6.1.4.1.5468.510.2.11.2.1.3,column,INTEGER (0..255),read-write,Description.
ML620R-MIB,vci,1.3.6.1.4.1.5468.510.2.11.2.1.4,column,INTEGER (32..2000),read-write,Description.
ML620R-MIB,staticIndex,1.3.6.1.4.1.5468.510.2.12.1.1,column,INTEGER (1..8),read-only,Define xxth VC.
ML620R-MIB,staticNetwork,1.3.6.1.4.1.5468.510.2.12.1.2,column,IpAddress,read-write,WAN port ISP Name.
ML620R-MIB,staticSubnetmask,1.3.6.1.4.1.5468.510.2.12.1.3,column,IpAddress,read-write,Range is from 0 to 8
ML620R-MIB,staticGateWay,1.3.6.1.4.1.5468.510.2.12.1.4,column,IpAddress,read-write,Range is from 32 to 4096
ML620R-MIB,staticActive,1.3.6.1.4.1.5468.510.2.12.1.5,column,"INTEGER { delete(0), add(1), default(2) }",read-write,Define xxth VC.
ML620R-MIB,staticRoutingStatus,1.3.6.1.4.1.5468.510.2.12.1.6,column,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,snmpconf,1.3.6.1.4.1.5468.510.2.13.1.1.1,scalar,"INTEGER { disable(0), enable(1) }",read-write,Description.
ML620R-MIB,readOnlyCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.2,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,readWriteCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.3,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,trapCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.4,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,username,1.3.6.1.4.1.5468.510.2.13.1.1.5,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,passwordMD5,1.3.6.1.4.1.5468.510.2.13.1.1.6,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,passwordDES,1.3.6.1.4.1.5468.510.2.13.1.1.7,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,trapIndex,1.3.6.1.4.1.5468.510.2.13.1.2.1.1,column,INTEGER (1..4),read-only,Description.
ML620R-MIB,descrIption,1.3.6.1.4.1.5468.510.2.13.1.2.1.2,column,OCTET STRING,read-write,Description.
ML620R-MIB,version,1.3.6.1.4.1.5468.510.2.13.1.2.1.3,column,"INTEGER { snmpV1(0), snmpV2csnmpV3(1) }",read-write,SNMP version.
ML620R-MIB,ipv4RemoteTrapSer,1.3.6.1.4.1.5468.510.2.13.1.2.1.4,column,IpAddress,read-write,Set TRAP server IP address.
ML620R-MIB,trapOption,1.3.6.1.4.1.5468.510.2.13.1.2.1.5,column,"INTEGER { delete(0), creat(1), default(2) }",read-write,Delete or create TRAP server.
ML620R-MIB,trapStatus,1.3.6.1.4.1.5468.510.2.13.1.2.1.6,column,"INTEGER { disable(0), enable(1) }",read-only,TRAP status.
ML620R-MIB,trapOccurredTimestamp,1.3.6.1.4.1.5468.510.3.7,scalar,OCTET STRING,read-only,trap notification when system is synchronous.
ML620R-MIB,dslTrapIndex,1.3.6.1.4.1.5468.510.3.8,scalar,Integer32 (1..4),read-write,Description.
ML620R-MIB,dslTrapStatus,1.3.6.1.4.1.5468.510.3.9,scalar,"INTEGER { down(0), up(1) }",read-write,Description.
ML620R-MIB,rebootDevice,1.3.6.1.4.1.5468.510.4.1,scalar,"INTEGER { default(0), reboot(1) }",read-write,Description.
ML620R-MIB,saveConfiguration,1.3.6.1.4.1.5468.510.4.2,scalar,"INTEGER { default(0), save(1) }",read-write,Description.
ML620R-MIB,factoryDefault,1.3.6.1.4.1.5468.510.4.3,scalar,"INTEGER { default(0), load(1) }",read-write,Description.
ML620R-MIB,ftpServerIP,1.3.6.1.4.1.5468.510.4.4.1,scalar,IpAddress,read-write,Description.
ML620R-MIB,ftpUser,1.3.6.1.4.1.5468.510.4.4.2,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,ftpPassword,1.3.6.1.4.1.5468.510.4.4.3,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,pcConfigrationFile,1.3.6.1.4.1.5468.510.4.4.4.1,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,loadConfigurationFile,1.3.6.1.4.1.5468.510.4.4.4.2,scalar,"INTEGER { default(0), upload(1), download(2) }",read-write,Description.
ML620R-MIB,updatestatus,1.3.6.1.4.1.5468.510.4.4.5.1,scalar,"INTEGER { default(0), success(1), upadting(2) }",read-only,Description.
ML620R-MIB,updatefirmname,1.3.6.1.4.1.5468.510.4.4.5.2,scalar,OCTET STRING,read-write,Description.
ML620R-MIB,updatefirmware,1.3.6.1.4.1.5468.510.4.4.5.3,scalar,"INTEGER { default(0), update(1) }",read-write,Description.
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfNumRepeaters,1.3.6.1.2.1.10.48.1.1.1.1,column,Unsigned32(0..8),read-write,This object provisions the number of repeaters/regenerators in this HDSL2/SHDSL span.
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfProfile,1.3.6.1.2.1.10.48.1.1.1.2,column,SnmpAdminString (SIZE(1..32)),read-write,"This object is a pointer to a span configuration profile in the hdsl2ShdslSpanConfProfileTable, which applies to this span. The value of this object i"
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfAlarmProfile,1.3.6.1.2.1.10.48.1.1.1.3,column,SnmpAdminString (SIZE(1..32)),read-write,This object is a pointer to an alarm configuration profile in the hdsl2ShdslEndpointAlarmConfProfileTable. The value of this object is the index of th
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusNumAvailRepeaters,1.3.6.1.2.1.10.48.1.2.1.1,column,Unsigned32(0..8),read-only,Contains the actual number of repeaters/regenerators discovered in this HDSL2/SHDSL span.
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusMaxAttainableLineRate,1.3.6.1.2.1.10.48.1.2.1.2,column,Unsigned32(0..4294967295),read-only,Contains the maximum attainable line rate in this HDSL2/SHDSL span. This object provides the maximum rate the line is capable of achieving. This is ba
HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusActualLineRate,1.3.6.1.2.1.10.48.1.2.1.3,column,Unsigned32(0..4294967295),read-only,Contains the actual line rate in this HDSL2/SHDSL span. This SHOULD equal ifSpeed. This rate includes payload (user data) and any applicable framing o
