MIB Module,Object Name,OID,Kind,Syntax,Access,Description
ACTELIS-SERV-MON-MIB,fdFdvELAN1DayRmepIDX,1.3.6.1.4.1.5468.4.1.6.1.1.4,column,Unsigned32,read-only,This index uniquely (relatively to the MEP) identifies the Remote Peer. RMEP index is provided for the RMEP configured with FD or FL MONITOR=Y.
ACTELIS-SERV-MON-MIB,fdFdvELANCurr1DayIntervalStart,1.3.6.1.4.1.5468.4.1.6.1.1.5,column,DateAndTime,read-only,"This attribute specifies timestampt of current interval start for measurements done: FD, FDV."
ACTELIS-SERV-MON-MIB,fdFdvELANCurr1DayIntervalValidity,1.3.6.1.4.1.5468.4.1.6.1.1.6,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,fdFdvELANCurr1DayFD,1.3.6.1.4.1.5468.4.1.6.1.1.7,column,,read-only,Round trip Frame Delay is measured between the MEP and the RMEP specified as indexes in the table. It is measured in microsecond units. 1000 microseconds = 1 msec. Attribute reports the Average delay registered starting current 1-day interval (timestamp of start is provided).
ACTELIS-SERV-MON-MIB,fdFdvELANCurr1DayFDV,1.3.6.1.4.1.5468.4.1.6.1.1.8,column,,read-only,Round trip Frame Delay Variation is measured between the MEP and the RMEP specified as indexes in the table. Attribute reports the delay variation between Maximal and Minimal FD value registered starting current 1-day interval (timestamp of start is provided). It is measured in microsecond units.
ACTELIS-SERV-MON-MIB,fdFdvELANPrev1DayIntervalStop,1.3.6.1.4.1.5468.4.1.6.1.1.9,column,DateAndTime,read-only,"This attribute specifies timestampt of previous interval stop for measurements done: FD, FDV."
ACTELIS-SERV-MON-MIB,fdFdvELANPrev1DayIntervalValidity,1.3.6.1.4.1.5468.4.1.6.1.1.10,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,fdFdvELANPrev1DayFD,1.3.6.1.4.1.5468.4.1.6.1.1.11,column,,read-only,Round trip Frame Delay is measured between the MEP and the RMEP specified as indexes in the table. It is measured in microsecond units. 1000 microseconds = 1 msec. Attribute reports the Average delay registered in previous 1-day interval (timestamp of stop is provided).
ACTELIS-SERV-MON-MIB,fdFdvELANPrev1DayFDV,1.3.6.1.4.1.5468.4.1.6.1.1.12,column,,read-only,Round trip Frame Delay Variation is measured between the MEP and the RMEP specified as indexes in the table. Attribute reports the delay variation between Maximal and Minimal FD value registered in previous 1-day interval (timestamp of stop is provided).It is measured in microsecond units.
ACTELIS-SERV-MON-MIB,fdFdvELAN15MinRmepIndex,1.3.6.1.4.1.5468.4.1.6.2.1.1,column,,not-accessible,Index of RMEP.
ACTELIS-SERV-MON-MIB,fdFdvELAN15MinMEPID,1.3.6.1.4.1.5468.4.1.6.2.1.2,column,Dot1agCfmMepId,read-only,This parameter uniquely identifies the MEP in it's MEG.
ACTELIS-SERV-MON-MIB,fdFdvELAN15MinPortID,1.3.6.1.4.1.5468.4.1.6.2.1.3,column,InterfaceIndex,read-only,An unique value of port interface on which MEP is reported. It is an index from IfTable for ETH-x or HSL-x ports. Multiple MEPs may be applied on the same port
ACTELIS-SERV-MON-MIB,fdFdvELAN15MinRmepIDX,1.3.6.1.4.1.5468.4.1.6.2.1.4,column,Unsigned32,read-only,This index uniquely (relatively to the MEP) identifies the Remote Peer. RMEP index is provided for the RMEP configured with FD or FL MONITOR=Y.
ACTELIS-SERV-MON-MIB,fdFdvELANCurr15minIntervalStart,1.3.6.1.4.1.5468.4.1.6.2.1.5,column,DateAndTime,read-only,"This attribute specifies timestampt of current interval start for measurements done: FD, FDV."
ACTELIS-SERV-MON-MIB,fdFdvELANCurr15minIntervalValidity,1.3.6.1.4.1.5468.4.1.6.2.1.6,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,fdFdvELANCurr15minFD,1.3.6.1.4.1.5468.4.1.6.2.1.7,column,,read-only,Round trip Frame Delay is measured between the MEP and the RMEP specified as indexes in the table. It is measured in microsecond units. 1000 microseconds = 1 msec. Attribute reports the Average delay registered starting current 15-min interval(timestamp of start is provided).
ACTELIS-SERV-MON-MIB,fdFdvELANCurr15minFDV,1.3.6.1.4.1.5468.4.1.6.2.1.8,column,,read-only,Round trip Frame Delay Variation is measured between the MEP and the RMEP specified as indexes in the table. Attribute reports the delay variation between Average and Minimal FD value registered starting current 15-min interval (timestamp of start is provided). It is measured in microsecond units.
ACTELIS-SERV-MON-MIB,fdFdvELANPrev15minIntervalStop,1.3.6.1.4.1.5468.4.1.6.2.1.9,column,DateAndTime,read-only,"This attribute specifies timestampt of previous interval stop for measurements done: FD, FDV."
ACTELIS-SERV-MON-MIB,fdFdvELANPrev15minIntervalValidity,1.3.6.1.4.1.5468.4.1.6.2.1.10,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,fdFdvELANPrev15minFD,1.3.6.1.4.1.5468.4.1.6.2.1.11,column,,read-only,Round trip Frame Delay is measured between the MEP and the RMEP specified as indexes in the table. It is measured in microsecond units. 1000 microseconds = 1 msec. Attribute reports the Average delay registered in previous 15-min interval (timestamp of stop is provided).
ACTELIS-SERV-MON-MIB,fdFdvELANPrev15minFDV,1.3.6.1.4.1.5468.4.1.6.2.1.12,column,,read-only,Round trip Frame Delay Variation is measured between the MEP and the RMEP specified as indexes in the table. Attribute reports the delay variation between Average and Minimal FD value registered in previous 15-min interval (timestamp of stop is provided). It is measured in microsecond units.
ACTELIS-SERV-MON-MIB,servMonMEFServAvailObjectiveCU,1.3.6.1.4.1.5468.4.1.7.1,scalar,Unsigned32,read-write,"See MEF10.2 paragraph 6.9.7. Unavailable Service FLR Threshold parameter, is used for Service Availability Performance measurement. Unit 1 = 0.001%. 90000 means >= 90% FLR is assumed unavailable Service threshold"
ACTELIS-SERV-MON-MIB,servMonMEFServAvailObjectiveCA,1.3.6.1.4.1.5468.4.1.7.2,scalar,Unsigned32,read-write,"See MEF10.2 paragraph 6.9.7. Available Service FLR Threshold parameter, is used for Service Availability Performance measurement. Unit 1 = 0.001%. 90000 means that <90% FLR is assumed Available Service threshold"
ACTELIS-SERV-MON-MIB,servMonMEFServ1wayFLRObjectiveL,1.3.6.1.4.1.5468.4.1.7.3,scalar,Unsigned32,read-write,See MEF10.2 paragraph 6.9.6. One-way Frame Loss Ratio Performance objective. Unit 1 = 0.001%. 100 = 0.1% - objective of Service FLR Performance
ACTELIS-SERV-MON-MIB,servMonMEFServ1wayFDObjectiveD,1.3.6.1.4.1.5468.4.1.7.4,scalar,Unsigned32,read-write,"See MEF10.2 paragraph 6.9.2. One-way Frame Delay Objective, in microseconds. 1000 microseconds = 1 msec. Default is 3msec. Be aware that Frame Delay Performance (percentile) and Frame Delay Range Performance are not configurable"
ACTELIS-SERV-MON-MIB,servMonMEFServ1wayIFDVObjectiveP,1.3.6.1.4.1.5468.4.1.7.5,scalar,Unsigned32,read-write,"See MEF10.2 paragraph 6.9.4. One-way Inter-Frame Delay Variation Objective, in percentile. Unit 1 = 0.001%. Default is 100 = 0.1% - objective of Service One-way IFDV Performance"
ACTELIS-SERV-MON-MIB,mef1DayMEPID,1.3.6.1.4.1.5468.4.1.7.6.1.1,column,Dot1agCfmMepId,read-only,This parameter uniquely identifies the MEP in it's MEG.
ACTELIS-SERV-MON-MIB,mef1DayPortID,1.3.6.1.4.1.5468.4.1.7.6.1.2,column,InterfaceIndex,read-only,An unique value of port interface on which MEP is reported. It is an index from IfTable for ETH-x or HSL-x ports. Multiple MEPs may be applied on the same port.
ACTELIS-SERV-MON-MIB,mefCurr1DayIntervalStart,1.3.6.1.4.1.5468.4.1.7.6.1.3,column,DateAndTime,read-only,This attribute specifies timestamp of current interval start for Performance calculations.
ACTELIS-SERV-MON-MIB,mefCurr1DayIntervalValidity,1.3.6.1.4.1.5468.4.1.7.6.1.4,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,mefCurr1DayServiceAvailability,1.3.6.1.4.1.5468.4.1.7.6.1.5,column,Unsigned32,read-only,Service Availability Performance (%) is measured using FLR . ML implementation for Availability Performance defined in MEF10.2 formula uses the following hardcoded values for calculation: M = 0 - no scheduled downtime periods is allowed T = 1-day - the time interval t = 15min - the time interval much smaller than T k = 32x3=96 - whole 1-day period include 96 decisions n - Number of consecutive small time intervals for assessing availability = 1(hardcoded non configurable). This mean that Availab
ACTELIS-SERV-MON-MIB,mefCurr1DayOnewayFLRPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.6,column,Unsigned32,read-only,"Service One-way Frame Loss Ratio Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.6. Performance Objective is configurable, see servMonMEFServ1wayFLRObjectiveL"
ACTELIS-SERV-MON-MIB,mefCurr1DayOnewayFDPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.7,column,Unsigned32,read-only,"Service One-way Frame Delay Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.2. Performance Objective is configurable, see servMonMEFServ1wayFDObjectiveD"
ACTELIS-SERV-MON-MIB,mefCurr1DayOnewayIFDVPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.8,column,Unsigned32,read-only,"Service One-way Inter-Frame Delay Variation Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.4. Performance Objective is configurable, see servMonMEFServ1wayIFDVObjectiveP"
ACTELIS-SERV-MON-MIB,mefPrev1DayIntervalStop,1.3.6.1.4.1.5468.4.1.7.6.1.9,column,DateAndTime,read-only,This attribute specifies timestamp of previous interval stop for Performance calculations.
ACTELIS-SERV-MON-MIB,mefPrev1DayIntervalValidity,1.3.6.1.4.1.5468.4.1.7.6.1.10,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,mefPrev1DayServiceAvailability,1.3.6.1.4.1.5468.4.1.7.6.1.11,column,Unsigned32,read-only,Service Availability Performance (%) measured using FLR . ML implementation for Availability Performance defined in MEF10.2 formula uses the following hardcoded values for calculation: M = 0 - no scheduled downtime periods is allowed T = 1-day - the time interval t = 15min - the time interval much smaller than T k = 32x3=96 - whole 1-day period include 96 decisions n - Number of consecutive small time intervals for assessing availability = 1 (hardcoded non configurable). This mean that Availabil
ACTELIS-SERV-MON-MIB,mefPrev1DayOnewayFLRPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.12,column,Unsigned32,read-only,"Service One-way Frame Loss Ratio Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.6. Performance Objective is configurable, see servMonMEFServ1wayFLRObjectiveL"
ACTELIS-SERV-MON-MIB,mefPrev1DayOnewayFDPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.13,column,Unsigned32,read-only,"Service One-way Frame Delay Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.2. Performance Objective is configurable, see servMonMEFServ1wayFDObjectiveD"
ACTELIS-SERV-MON-MIB,mefPrev1DayOnewayIFDVPerformance,1.3.6.1.4.1.5468.4.1.7.6.1.14,column,Unsigned32,read-only,"Service One-way Inter-Frame Delay Variation Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.4. Performance Objective is configurable, see servMonMEFServ1wayIFDVObjectiveP"
ACTELIS-SERV-MON-MIB,mef15MinMEPID,1.3.6.1.4.1.5468.4.1.7.7.1.1,column,Dot1agCfmMepId,read-only,This parameter uniquely identifies the MEP in it's MEG.
ACTELIS-SERV-MON-MIB,mef15MinPortID,1.3.6.1.4.1.5468.4.1.7.7.1.2,column,InterfaceIndex,read-only,An unique value of port interface on which MEP is reported. It is an index from IfTable for ETH-x or HSL-x ports. Multiple MEPs may be applied on the same port.
ACTELIS-SERV-MON-MIB,mefCurr15MinIntervalStart,1.3.6.1.4.1.5468.4.1.7.7.1.3,column,DateAndTime,read-only,This attribute specifies timestamp of current interval start for Performance calculations.
ACTELIS-SERV-MON-MIB,mefCurr15MinIntervalValidity,1.3.6.1.4.1.5468.4.1.7.7.1.4,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,mefCurr15MinServiceAvailability,1.3.6.1.4.1.5468.4.1.7.7.1.5,column,Unsigned32,read-only,Service Availability Performance (%) is measured using FLR . ML implementation for Availability Performance defined in MEF10.2 formula uses the following hardcoded values for calculation: M = 0 - no scheduled downtime periods is allowed T = 15min - the time interval ?t = 20sec - the time interval much smaller than T k = 45 - 15-min period include 45 decisions n - Number of consecutive small time intervals for assessing availability = 1(hardcoded non configurable). This mean that Availability (0 
ACTELIS-SERV-MON-MIB,mefCurr15MinOnewayFLRPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.6,column,Unsigned32,read-only,"Service One-way Frame Loss Ratio Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.6. Performance Objective is configurable, see servMonMEFServ1wayFLRObjectiveL"
ACTELIS-SERV-MON-MIB,mefCurr15MinOnewayFDPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.7,column,Unsigned32,read-only,"Service One-way Frame Delay Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.2. Performance Objective is configurable, see servMonMEFServ1wayFDObjectiveD"
ACTELIS-SERV-MON-MIB,mefCurr15MinOnewayIFDVPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.8,column,Unsigned32,read-only,"Service One-way Inter-Frame Delay Variation Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.4. Performance Objective is configurable, see servMonMEFServ1wayIFDVObjectiveP"
ACTELIS-SERV-MON-MIB,mefPrev15MinIntervalStop,1.3.6.1.4.1.5468.4.1.7.7.1.9,column,DateAndTime,read-only,This attribute specifies timestamp of previous interval stop for Performance calculations.
ACTELIS-SERV-MON-MIB,mefPrev15MinIntervalValidity,1.3.6.1.4.1.5468.4.1.7.7.1.10,column,IntervalValidity,read-only,"Interval validity other(1),unknown(2), adjusted(3), completed(4),long(5), notavailable(6), off(7), partial(8). Where ADJ - Data has been manually adjusted or initialized. COMPL - Data has been accumulated over the entire time period. LONG - Data accumulated over greater than the indicated time period. NA - Data is not available. OFF - Performance monitoring was turned off by the SET-PMMODE command. PRTL - Data is accumulated over some portion of the time period."
ACTELIS-SERV-MON-MIB,mefPrev15MinServiceAvailability,1.3.6.1.4.1.5468.4.1.7.7.1.11,column,Unsigned32,read-only,Service Availability Performance (%) measured using FLR . ML implementation for Availability Performance defined in MEF10.2 formula uses the following hardcoded values for calculation: M = 0 - no scheduled downtime periods is allowed T = 15min - the time interval ?t = 20sec - the time interval much smaller than T k = 54 - 15min period include 45 decisions n - Number of consecutive small time intervals for assessing availability = 1 (hardcoded non configurable). This mean that Availability (0 -FA
ACTELIS-SERV-MON-MIB,mefPrev15MinOnewayFLRPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.12,column,Unsigned32,read-only,"Service One-way Frame Loss Ratio Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.6. Performance Objective is configurable, see servMonMEFServ1wayFLRObjectiveL"
ACTELIS-SERV-MON-MIB,mefPrev15MinOnewayFDPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.13,column,Unsigned32,read-only,"Service One-way Frame Delay Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.2. Performance Objective is configurable, see servMonMEFServ1wayFDObjectiveD"
ACTELIS-SERV-MON-MIB,mefPrev15MinOnewayIFDVPerformance,1.3.6.1.4.1.5468.4.1.7.7.1.14,column,Unsigned32,read-only,"Service One-way Inter-Frame Delay Variation Performance (%) . Implementation is defined in MEF10.2, paragraph 6.9.4. Performance Objective is configurable, see servMonMEFServ1wayIFDVObjectiveP"
ACTELIS-SERV-MON-MIB,servMonMACLpbkportID,1.3.6.1.4.1.5468.4.1.8.1.1.1,column,InterfaceIndex,read-only,"An unique value for port interface reported, specified using ifIndex. Supported on particular ML600 models only.Supported on HSL-1/2 port only. Note that in other ML600 and all ML230/2300 models feature is unsupported."
ACTELIS-SERV-MON-MIB,servMonMACLpbkStatus,1.3.6.1.4.1.5468.4.1.8.1.1.2,column,Integer32,read-only,"MAC loopback Status, operation applicable via TL1 commands. If OPR-MACLPBK is applied it returns (1), otherwise returns (2)."
ACTELIS-SERV-MON-MIB,servMonMACLpbkSAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.3,column,MacAddress,read-only,"Source Address (SA) MAC filter. 0xFFFFFFFFFFFF means _any_ (don't care) SA value if OPR-MACLPBK is applied, otherwise, means inapplicable."
ACTELIS-SERV-MON-MIB,servMonMACLpbkDAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.4,column,MacAddress,read-only,"Destination Address (DA) MAC filter. 0xFFFFFFFFFFFF means _any_ (don't care) DA value if OPR-MACLPBK is applied, otherwise, means inapplicable."
ACTELIS-SERV-MON-MIB,servMonMACLpbkValidRxFrames,1.3.6.1.4.1.5468.4.1.8.1.1.5,column,Counter32,read-only,Number of valid RX frames detected as matched with SA/DA filters
ACTELIS-SERV-MON-MIB,servMonMACLpbkInvalidRxFrames,1.3.6.1.4.1.5468.4.1.8.1.1.6,column,Counter32,read-only,"Number of RX frames detected as matched with SA/DA filters , but invalid (CRC,under, oversized)"
ACTELIS-SERV-MON-MIB,servMonMACLpbkRxBytes,1.3.6.1.4.1.5468.4.1.8.1.1.7,column,Counter32,read-only,Number of bytes of valid frames detected as matched with SA/DA filters
ACTELIS-SERV-MON-MIB,servMonMACLpbkTimeOut,1.3.6.1.4.1.5468.4.1.8.1.1.8,column,Integer32,read-only,MAC loopback TimeOut configured via TL1 only. Reported in minutes. 0 means infinite loopback.
ACTELIS-SERV-MON-MIB,servMonMACLpbkStartTime,1.3.6.1.4.1.5468.4.1.8.1.1.9,column,DisplayString,read-only,"MAC loopback Start Time. Reported in YYYY-MM-DD-HH-MM-SS format. If loopback was never activated, returns <null> string"
ACTELIS-SERV-MON-MIB,servMonMACLpbkVID,1.3.6.1.4.1.5468.4.1.8.1.1.10,column,Integer32,read-only,MAC loopback VID. Valid values: -1 - traffic of all VLANs is looped back. (1-4094) - traffic of specified VLAN is looped back (applicable for ML622/4i and ML640E models only).
ACTELIS-SERV-MON-MIB,servMonSwitchIP,1.3.6.1.4.1.5468.4.1.8.1.1.11,column,TruthValue,read-only,"Switch IP/Port fields request. Valid values: 1 - true, parameter is set Yes, requiring to switch IP/Port (in addition to MAC) SA/DA. 2 - false, parameter is set No, requiring to switch MAC SA/DA only. Supported by ML640E models only, for the rest - always return 2."
ACTELIS-SERV-MON-MIB,servMonIPLpbkSAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.12,column,DisplayString,read-only,"IP Source Address specified as a filter for a loopback, reported as a string in dot numeric for IPv4 or hexa-column for IPv6 explicit values or as ANY value if IP DA is not a part of filter (don't care). Supported by ML640E models only, for the rest - always return string ANY."
ACTELIS-SERV-MON-MIB,servMonIPLpbkDAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.13,column,DisplayString,read-only,"IP Destination Address specified as a filter for a loopback, reported as a string in dot numeric for IPv4 or hexa-column for IPv6 explicit values or as ANY value if IP DA is not a part of filter (don't care). Supported by ML640E models only, for the rest - always return string ANY."
ACTELIS-SERV-MON-MIB,servMonPortLpbkSAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.14,column,Integer32,read-only,"L4 Port Source Address specified as a filter for a loopback, Valid values 0-65535, where 65535 means - ANY value, i.e. L4 SA Port is not a part of filter (don't care). Supported by ML640E models only, for the rest - always return 65535 ."
ACTELIS-SERV-MON-MIB,servMonPortLpbkDAFilter,1.3.6.1.4.1.5468.4.1.8.1.1.15,column,Integer32,read-only,"L4 Port Destination Address specified as a filter for a loopback, Valid values 0-65535, where 65535 means - ANY value, i.e. L4 DA Port is not a part of filter (don't care). Supported by ML640E models only, for the rest - always return 65535 ."
ACTELIS-SERV-MON-MIB,servMonLpbkIpVer,1.3.6.1.4.1.5468.4.1.8.1.1.16,column,DisplayString,read-only,"IP Version, used to identify L4 header offset, applicable in case when L3 filters (IPSA/IPDA) are unspecified, while L4 filters (at least one of PORTSA,PORTDA) is specific. Valid values - 4, 6, ANY. Fully supported by ML640E models only, for the rest - always return ANY."
