device_type,mib_module,object_name,oid,kind,data_type,textual_convention,unit,unit_source,access,configurable,table_index,nsp_attribute_name,description
dsl-modem,ML620R-MIB,virtualServersStatus,1.3.6.1.4.1.5468.510.2.9.1.1.10,column,enum,,,,read-only,no,no,virtualServersStatus,Description.
dsl-modem,ML620R-MIB,upnpindex,1.3.6.1.4.1.5468.510.2.9.2.1.1.1,column,integer,,,,read-only,no,no,upnpindex,Description.
dsl-modem,ML620R-MIB,uPnPService,1.3.6.1.4.1.5468.510.2.9.2.1.1.2,column,enum,,,,read-write,yes,no,uPnPService,Description.
dsl-modem,ML620R-MIB,internalInterface,1.3.6.1.4.1.5468.510.2.9.2.1.1.3,column,string,,,,read-write,yes,no,internalInterface,Description.
dsl-modem,ML620R-MIB,externalInterface,1.3.6.1.4.1.5468.510.2.9.2.1.1.4,column,string,,,,read-write,yes,no,externalInterface,Description.
dsl-modem,ML620R-MIB,uPnPConfigurationApply,1.3.6.1.4.1.5468.510.2.9.2.1.1.5,column,enum,,,,read-write,yes,no,uPnPConfigurationApply,Description.
dsl-modem,ML620R-MIB,upnpsIndex,1.3.6.1.4.1.5468.510.2.9.2.2.1.1,column,integer,,,,read-only,no,no,upnpsIndex,Description.
dsl-modem,ML620R-MIB,uPnPDescription,1.3.6.1.4.1.5468.510.2.9.2.2.1.2,column,string,,,,read-only,no,no,uPnPDescription,Description.
dsl-modem,ML620R-MIB,uPnPProtocol,1.3.6.1.4.1.5468.510.2.9.2.2.1.3,column,string,,,,read-only,no,no,uPnPProtocol,Description.
dsl-modem,ML620R-MIB,uPnPExternPort,1.3.6.1.4.1.5468.510.2.9.2.2.1.4,column,string,,,,read-only,no,no,uPnPExternPort,Description.
dsl-modem,ML620R-MIB,uPnPLocalIP,1.3.6.1.4.1.5468.510.2.9.2.2.1.5,column,string,,,,read-only,no,no,uPnPLocalIP,Description.
dsl-modem,ML620R-MIB,uPnPLocalPort,1.3.6.1.4.1.5468.510.2.9.2.2.1.6,column,string,,,,read-only,no,no,uPnPLocalPort,Description.
dsl-modem,ML620R-MIB,uPnPStatus,1.3.6.1.4.1.5468.510.2.9.2.2.1.7,column,integer,,,,read-only,no,no,uPnPStatus,Description.
dsl-modem,ML620R-MIB,interface,1.3.6.1.4.1.5468.510.2.10.1.1,scalar,string,,,,read-write,yes,no,interface,Description.
dsl-modem,ML620R-MIB,defaultSetting,1.3.6.1.4.1.5468.510.2.10.1.2,scalar,enum,,,,read-write,yes,no,defaultSetting,Description.
dsl-modem,ML620R-MIB,ipFilterIndex,1.3.6.1.4.1.5468.510.2.10.2.1.1,column,integer,,,,read-write,yes,no,ipFilterIndex,Description.
dsl-modem,ML620R-MIB,ipFilterSourceIPStart,1.3.6.1.4.1.5468.510.2.10.2.1.2,column,ipv4-address,,,,read-write,yes,no,ipFilterSourceIPStart,Description.
dsl-modem,ML620R-MIB,ipFilterSourceIPEnd,1.3.6.1.4.1.5468.510.2.10.2.1.3,column,ipv4-address,,,,read-write,yes,no,ipFilterSourceIPEnd,Description.
dsl-modem,ML620R-MIB,ipFilterSourcePortStart,1.3.6.1.4.1.5468.510.2.10.2.1.4,column,integer,,,,read-write,yes,no,ipFilterSourcePortStart,Description.
dsl-modem,ML620R-MIB,ipFilterSourcePortEnd,1.3.6.1.4.1.5468.510.2.10.2.1.5,column,integer,,,,read-write,yes,no,ipFilterSourcePortEnd,Description.
dsl-modem,ML620R-MIB,ipFilterDestinationIPStart,1.3.6.1.4.1.5468.510.2.10.2.1.6,column,ipv4-address,,,,read-write,yes,no,ipFilterDestinationIPStart,Description.
dsl-modem,ML620R-MIB,ipFilterDestinationIPEnd,1.3.6.1.4.1.5468.510.2.10.2.1.7,column,ipv4-address,,,,read-write,yes,no,ipFilterDestinationIPEnd,Description.
dsl-modem,ML620R-MIB,ipFilterDestinationPortStart,1.3.6.1.4.1.5468.510.2.10.2.1.8,column,integer,,,,read-write,yes,no,ipFilterDestinationPortStart,Description.
dsl-modem,ML620R-MIB,ipFilterDestinationPortEnd,1.3.6.1.4.1.5468.510.2.10.2.1.9,column,integer,,,,read-write,yes,no,ipFilterDestinationPortEnd,Description.
dsl-modem,ML620R-MIB,ipFilterProtocol,1.3.6.1.4.1.5468.510.2.10.2.1.10,column,enum,,,,read-write,yes,no,ipFilterProtocol,Description.
dsl-modem,ML620R-MIB,ipFilter,1.3.6.1.4.1.5468.510.2.10.2.1.11,column,enum,,,,read-write,yes,no,ipFilter,Description.
dsl-modem,ML620R-MIB,ipFilterAction,1.3.6.1.4.1.5468.510.2.10.2.1.12,column,enum,,,,read-write,yes,no,ipFilterAction,Description.
dsl-modem,ML620R-MIB,macFilterIndex,1.3.6.1.4.1.5468.510.2.10.3.1.1,column,integer,,,,read-write,yes,no,macFilterIndex,Description.
dsl-modem,ML620R-MIB,macFilterAddress,1.3.6.1.4.1.5468.510.2.10.3.1.2,column,mac-address,PhysAddress,,,read-write,yes,no,macFilterAddress,Description.
dsl-modem,ML620R-MIB,macFilter,1.3.6.1.4.1.5468.510.2.10.3.1.3,column,enum,,,,read-write,yes,no,macFilter,Description.
dsl-modem,ML620R-MIB,macFilterAction,1.3.6.1.4.1.5468.510.2.10.3.1.4,column,enum,,,,read-write,yes,no,macFilterAction,Description.
dsl-modem,ML620R-MIB,domainFilterIndex,1.3.6.1.4.1.5468.510.2.10.4.1.1,column,integer,,,,read-write,yes,no,domainFilterIndex,Description.
dsl-modem,ML620R-MIB,domainName,1.3.6.1.4.1.5468.510.2.10.4.1.2,column,string,,,,read-write,yes,no,domainName,Description.
dsl-modem,ML620R-MIB,domainFilter,1.3.6.1.4.1.5468.510.2.10.4.1.3,column,enum,,,,read-write,yes,no,domainFilter,Description.
dsl-modem,ML620R-MIB,domainFilterAction,1.3.6.1.4.1.5468.510.2.10.4.1.4,column,enum,,,,read-write,yes,no,domainFilterAction,Description.
dsl-modem,ML620R-MIB,atmCPCSProtocol,1.3.6.1.4.1.5468.510.2.11.1.1,scalar,enum,,,,read-write,yes,no,atmCPCSProtocol,Description.
dsl-modem,ML620R-MIB,atmFilterMode,1.3.6.1.4.1.5468.510.2.11.1.2,scalar,enum,,,,read-write,yes,no,atmFilterMode,Description.
dsl-modem,ML620R-MIB,atmDefaultAction,1.3.6.1.4.1.5468.510.2.11.1.3,scalar,enum,,,,read-write,yes,no,atmDefaultAction,Description.
dsl-modem,ML620R-MIB,atmIndex,1.3.6.1.4.1.5468.510.2.11.2.1.1,column,integer,,,,read-only,no,no,atmIndex,Description.
dsl-modem,ML620R-MIB,vid,1.3.6.1.4.1.5468.510.2.11.2.1.2,column,integer,,,,read-write,yes,no,vid,Description.
dsl-modem,ML620R-MIB,vpi,1.3.6.1.4.1.5468.510.2.11.2.1.3,column,integer,,,,read-write,yes,no,vpi,Description.
dsl-modem,ML620R-MIB,vci,1.3.6.1.4.1.5468.510.2.11.2.1.4,column,integer,,,,read-write,yes,no,vci,Description.
dsl-modem,ML620R-MIB,staticIndex,1.3.6.1.4.1.5468.510.2.12.1.1,column,integer,,,,read-only,no,no,staticIndex,Define xxth VC.
dsl-modem,ML620R-MIB,staticNetwork,1.3.6.1.4.1.5468.510.2.12.1.2,column,ipv4-address,,,,read-write,yes,no,staticNetwork,WAN port ISP Name.
dsl-modem,ML620R-MIB,staticSubnetmask,1.3.6.1.4.1.5468.510.2.12.1.3,column,ipv4-address,,,,read-write,yes,no,staticSubnetmask,Range is from 0 to 8
dsl-modem,ML620R-MIB,staticGateWay,1.3.6.1.4.1.5468.510.2.12.1.4,column,ipv4-address,,,,read-write,yes,no,staticGateWay,Range is from 32 to 4096
dsl-modem,ML620R-MIB,staticActive,1.3.6.1.4.1.5468.510.2.12.1.5,column,enum,,,,read-write,yes,no,staticActive,Define xxth VC.
dsl-modem,ML620R-MIB,staticRoutingStatus,1.3.6.1.4.1.5468.510.2.12.1.6,column,enum,,,,read-write,yes,no,staticRoutingStatus,Description.
dsl-modem,ML620R-MIB,snmpconf,1.3.6.1.4.1.5468.510.2.13.1.1.1,scalar,enum,,,,read-write,yes,no,snmpconf,Description.
dsl-modem,ML620R-MIB,readOnlyCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.2,scalar,string,,,,read-write,yes,no,readOnlyCommunity,Description.
dsl-modem,ML620R-MIB,readWriteCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.3,scalar,string,,,,read-write,yes,no,readWriteCommunity,Description.
dsl-modem,ML620R-MIB,trapCommunity,1.3.6.1.4.1.5468.510.2.13.1.1.4,scalar,string,,,,read-write,yes,no,trapCommunity,Description.
dsl-modem,ML620R-MIB,username,1.3.6.1.4.1.5468.510.2.13.1.1.5,scalar,string,,,,read-write,yes,no,username,Description.
dsl-modem,ML620R-MIB,passwordMD5,1.3.6.1.4.1.5468.510.2.13.1.1.6,scalar,string,,,,read-write,yes,no,passwordMD5,Description.
dsl-modem,ML620R-MIB,passwordDES,1.3.6.1.4.1.5468.510.2.13.1.1.7,scalar,string,,,,read-write,yes,no,passwordDES,Description.
dsl-modem,ML620R-MIB,trapIndex,1.3.6.1.4.1.5468.510.2.13.1.2.1.1,column,integer,,,,read-only,no,no,trapIndex,Description.
dsl-modem,ML620R-MIB,descrIption,1.3.6.1.4.1.5468.510.2.13.1.2.1.2,column,string,,,,read-write,yes,no,descrIption,Description.
dsl-modem,ML620R-MIB,version,1.3.6.1.4.1.5468.510.2.13.1.2.1.3,column,enum,,,,read-write,yes,no,version,SNMP version.
dsl-modem,ML620R-MIB,ipv4RemoteTrapSer,1.3.6.1.4.1.5468.510.2.13.1.2.1.4,column,ipv4-address,,,,read-write,yes,no,ipv4RemoteTrapSer,Set TRAP server IP address.
dsl-modem,ML620R-MIB,trapOption,1.3.6.1.4.1.5468.510.2.13.1.2.1.5,column,enum,,,,read-write,yes,no,trapOption,Delete or create TRAP server.
dsl-modem,ML620R-MIB,trapStatus,1.3.6.1.4.1.5468.510.2.13.1.2.1.6,column,enum,,,,read-only,no,no,trapStatus,TRAP status.
dsl-modem,ML620R-MIB,trapOccurredTimestamp,1.3.6.1.4.1.5468.510.3.7,scalar,string,,,,read-only,no,no,trapOccurredTimestamp,trap notification when system is synchronous.
dsl-modem,ML620R-MIB,dslTrapIndex,1.3.6.1.4.1.5468.510.3.8,scalar,integer,,,,read-write,yes,no,dslTrapIndex,Description.
dsl-modem,ML620R-MIB,dslTrapStatus,1.3.6.1.4.1.5468.510.3.9,scalar,enum,,,,read-write,yes,no,dslTrapStatus,Description.
dsl-modem,ML620R-MIB,rebootDevice,1.3.6.1.4.1.5468.510.4.1,scalar,enum,,,,read-write,yes,no,rebootDevice,Description.
dsl-modem,ML620R-MIB,saveConfiguration,1.3.6.1.4.1.5468.510.4.2,scalar,enum,,,,read-write,yes,no,saveConfiguration,Description.
dsl-modem,ML620R-MIB,factoryDefault,1.3.6.1.4.1.5468.510.4.3,scalar,enum,,,,read-write,yes,no,factoryDefault,Description.
dsl-modem,ML620R-MIB,ftpServerIP,1.3.6.1.4.1.5468.510.4.4.1,scalar,ipv4-address,,,,read-write,yes,no,ftpServerIP,Description.
dsl-modem,ML620R-MIB,ftpUser,1.3.6.1.4.1.5468.510.4.4.2,scalar,string,,,,read-write,yes,no,ftpUser,Description.
dsl-modem,ML620R-MIB,ftpPassword,1.3.6.1.4.1.5468.510.4.4.3,scalar,string,,,,read-write,yes,no,ftpPassword,Description.
dsl-modem,ML620R-MIB,pcConfigrationFile,1.3.6.1.4.1.5468.510.4.4.4.1,scalar,string,,,,read-write,yes,no,pcConfigrationFile,Description.
dsl-modem,ML620R-MIB,loadConfigurationFile,1.3.6.1.4.1.5468.510.4.4.4.2,scalar,enum,,,,read-write,yes,no,loadConfigurationFile,Description.
dsl-modem,ML620R-MIB,updatestatus,1.3.6.1.4.1.5468.510.4.4.5.1,scalar,enum,,,,read-only,no,no,updatestatus,Description.
dsl-modem,ML620R-MIB,updatefirmname,1.3.6.1.4.1.5468.510.4.4.5.2,scalar,string,,,,read-write,yes,no,updatefirmname,Description.
dsl-modem,ML620R-MIB,updatefirmware,1.3.6.1.4.1.5468.510.4.4.5.3,scalar,enum,,,,read-write,yes,no,updatefirmware,Description.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfNumRepeaters,1.3.6.1.2.1.10.48.1.1.1.1,column,unsigned32,,,,read-write,yes,no,hdsl2ShdslSpanConfNumRepeaters,This object provisions the number of repeaters/regenerators in this HDSL2/SHDSL span.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfProfile,1.3.6.1.2.1.10.48.1.1.1.2,column,textual-convention,SnmpAdminString,,,read-write,yes,no,hdsl2ShdslSpanConfProfile,"This object is a pointer to a span configuration profile in the hdsl2ShdslSpanConfProfileTable, which applies to this span. The value of this object i"
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfAlarmProfile,1.3.6.1.2.1.10.48.1.1.1.3,column,textual-convention,SnmpAdminString,,,read-write,yes,no,hdsl2ShdslSpanConfAlarmProfile,This object is a pointer to an alarm configuration profile in the hdsl2ShdslEndpointAlarmConfProfileTable. The value of this object is the index of th
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusNumAvailRepeaters,1.3.6.1.2.1.10.48.1.2.1.1,column,unsigned32,,,,read-only,no,no,hdsl2ShdslStatusNumAvailRepeaters,Contains the actual number of repeaters/regenerators discovered in this HDSL2/SHDSL span.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusMaxAttainableLineRate,1.3.6.1.2.1.10.48.1.2.1.2,column,unsigned32,,,,read-only,no,no,hdsl2ShdslStatusMaxAttainableLineRate,Contains the maximum attainable line rate in this HDSL2/SHDSL span. This object provides the maximum rate the line is capable of achieving. This is ba
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusActualLineRate,1.3.6.1.2.1.10.48.1.2.1.3,column,unsigned32,,,,read-only,no,no,hdsl2ShdslStatusActualLineRate,Contains the actual line rate in this HDSL2/SHDSL span. This SHOULD equal ifSpeed. This rate includes payload (user data) and any applicable framing o
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusTransmissionModeCurrent,1.3.6.1.2.1.10.48.1.2.1.4,column,textual-convention,Hdsl2ShdslTransmissionModeType,,,read-only,no,no,hdsl2ShdslStatusTransmissionModeCurrent,Contains the current Power Spectral Density (PSD) regional setting of the HDSL2/SHDSL span.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusMaxAttainablePayloadRate,1.3.6.1.2.1.10.48.1.2.1.5,column,unsigned32,,,,read-only,no,no,hdsl2ShdslStatusMaxAttainablePayloadRate,Contains the maximum attainable payload (user data) line rate in this HDSL2/SHDSL span. This object provides the maximum rate the line is capable of a
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslStatusActualPayloadRate,1.3.6.1.2.1.10.48.1.2.1.6,column,unsigned32,,,,read-only,no,no,hdsl2ShdslStatusActualPayloadRate,Contains the actual line rate in this HDSL2/SHDSL span. Any framing overhead is not included.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvIndex,1.3.6.1.2.1.10.48.1.3.1.1,column,textual-convention,Hdsl2ShdslUnitId,,,not-accessible,no,yes,hdsl2ShdslInvIndex,Each entry in this table corresponds to a physical element in an HDSL2/SHDSL span. It is based on the EOC unit addressing scheme with reference to the
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorID,1.3.6.1.2.1.10.48.1.3.1.2,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorID,Vendor ID as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorModelNumber,1.3.6.1.2.1.10.48.1.3.1.3,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorModelNumber,Vendor model number as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorSerialNumber,1.3.6.1.2.1.10.48.1.3.1.4,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorSerialNumber,Vendor serial number as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorEOCSoftwareVersion,1.3.6.1.2.1.10.48.1.3.1.5,column,integer,,,,read-only,no,no,hdsl2ShdslInvVendorEOCSoftwareVersion,Vendor EOC version as reported in a Discovery Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvStandardVersion,1.3.6.1.2.1.10.48.1.3.1.6,column,integer,,,,read-only,no,no,hdsl2ShdslInvStandardVersion,"Version of the HDSL2/SHDSL standard implemented, as reported in an Inventory Response message."
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorListNumber,1.3.6.1.2.1.10.48.1.3.1.7,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorListNumber,Vendor list number as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorIssueNumber,1.3.6.1.2.1.10.48.1.3.1.8,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorIssueNumber,Vendor issue number as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorSoftwareVersion,1.3.6.1.2.1.10.48.1.3.1.9,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorSoftwareVersion,Vendor software version as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvEquipmentCode,1.3.6.1.2.1.10.48.1.3.1.10,column,string,,,,read-only,no,no,hdsl2ShdslInvEquipmentCode,"Equipment code conforming to ANSI T1.213, Coded Identification of Equipment Entities."
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvVendorOther,1.3.6.1.2.1.10.48.1.3.1.11,column,string,,,,read-only,no,no,hdsl2ShdslInvVendorOther,Other vendor information as reported in an Inventory Response message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslInvTransmissionModeCapability,1.3.6.1.2.1.10.48.1.3.1.12,column,textual-convention,Hdsl2ShdslTransmissionModeType,,,read-only,no,no,hdsl2ShdslInvTransmissionModeCapability,Contains the transmission mode capability of the SHDSL unit.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointSide,1.3.6.1.2.1.10.48.1.4.1.1,column,textual-convention,Hdsl2ShdslUnitSide,,,not-accessible,no,yes,hdsl2ShdslEndpointSide,The side of the unit associated with this segment endpoint -- Network/Customer side -- as per the Hdsl2ShdslUnitSide textual convention.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointWirePair,1.3.6.1.2.1.10.48.1.4.1.2,column,textual-convention,Hdsl2ShdslWirePair,,,not-accessible,no,yes,hdsl2ShdslEndpointWirePair,The wire pair of the modem associated with this segment endpoint as per the Hdsl2ShdslWirePair textual convention.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointAlarmConfProfile,1.3.6.1.2.1.10.48.1.4.1.3,column,textual-convention,SnmpAdminString,,,read-write,yes,no,hdsl2ShdslEndpointAlarmConfProfile,This object configures the alarm threshold values to be used for this segment endpoint. The values are obtained from the alarm configuration profile r
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurrAtn,1.3.6.1.2.1.10.48.1.5.1.1,column,integer,,,,read-only,no,no,hdsl2ShdslEndpointCurrAtn,The current loop attenuation for this endpoint as reported in a Network or Customer Side Performance Status message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurrSnrMgn,1.3.6.1.2.1.10.48.1.5.1.2,column,integer,,,,read-only,no,no,hdsl2ShdslEndpointCurrSnrMgn,The current SNR margin for this endpoint as reported in a Status Response/SNR message.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurrStatus,1.3.6.1.2.1.10.48.1.5.1.3,column,string,,,,read-only,no,no,hdsl2ShdslEndpointCurrStatus,Contains the current state of the endpoint. This is a bit-map of possible conditions. The various bit positions are as follows: noDefect There are no
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointES,1.3.6.1.2.1.10.48.1.5.1.4,column,counter32,,count,SMI type counter32,read-only,no,no,hdsl2ShdslEndpointES,Count of Errored Seconds (ES) on this endpoint since the xU was last restarted.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointSES,1.3.6.1.2.1.10.48.1.5.1.5,column,counter32,,count,SMI type counter32,read-only,no,no,hdsl2ShdslEndpointSES,Count of Severely Errored Seconds (SES) on this endpoint since the xU was last restarted.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCRCanomalies,1.3.6.1.2.1.10.48.1.5.1.6,column,counter32,,count,SMI type counter32,read-only,no,no,hdsl2ShdslEndpointCRCanomalies,Count of CRC anomalies on this endpoint since the xU was last restarted.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointLOSWS,1.3.6.1.2.1.10.48.1.5.1.7,column,counter32,,count,SMI type counter32,read-only,no,no,hdsl2ShdslEndpointLOSWS,Count of Loss of Sync Word (LOSW) Seconds on this endpoint since the xU was last restarted.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointUAS,1.3.6.1.2.1.10.48.1.5.1.8,column,counter32,,count,SMI type counter32,read-only,no,no,hdsl2ShdslEndpointUAS,Count of Unavailable Seconds (UAS) on this endpoint since the xU was last restarted.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinTimeElapsed,1.3.6.1.2.1.10.48.1.5.1.9,column,textual-convention,Hdsl2ShdslPerfTimeElapsed,seconds,textual convention Hdsl2ShdslPerfTimeElapsed,read-only,no,no,hdsl2ShdslEndpointCurr15MinTimeElapsed,Total elapsed seconds in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinES,1.3.6.1.2.1.10.48.1.5.1.10,column,textual-convention,PerfCurrentCount,count,textual convention PerfCurrentCount,read-only,no,no,hdsl2ShdslEndpointCurr15MinES,Count of Errored Seconds (ES) in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinSES,1.3.6.1.2.1.10.48.1.5.1.11,column,textual-convention,PerfCurrentCount,count,textual convention PerfCurrentCount,read-only,no,no,hdsl2ShdslEndpointCurr15MinSES,Count of Severely Errored Seconds (SES) in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinCRCanomalies,1.3.6.1.2.1.10.48.1.5.1.12,column,textual-convention,PerfCurrentCount,count,textual convention PerfCurrentCount,read-only,no,no,hdsl2ShdslEndpointCurr15MinCRCanomalies,Count of CRC anomalies in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinLOSWS,1.3.6.1.2.1.10.48.1.5.1.13,column,textual-convention,PerfCurrentCount,count,textual convention PerfCurrentCount,read-only,no,no,hdsl2ShdslEndpointCurr15MinLOSWS,Count of Loss of Sync Word (LOSW) Seconds in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr15MinUAS,1.3.6.1.2.1.10.48.1.5.1.14,column,textual-convention,PerfCurrentCount,count,textual convention PerfCurrentCount,read-only,no,no,hdsl2ShdslEndpointCurr15MinUAS,Count of Unavailable Seconds (UAS) in the current 15-minute interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DayTimeElapsed,1.3.6.1.2.1.10.48.1.5.1.15,column,textual-convention,Hdsl2ShdslPerfTimeElapsed,seconds,textual convention Hdsl2ShdslPerfTimeElapsed,read-only,no,no,hdsl2ShdslEndpointCurr1DayTimeElapsed,Number of seconds that have elapsed since the beginning of the current 1-day interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DayES,1.3.6.1.2.1.10.48.1.5.1.16,column,textual-convention,Hdsl2ShdslPerfCurrDayCount,count,textual convention Hdsl2ShdslPerfCurrDayCount,read-only,no,no,hdsl2ShdslEndpointCurr1DayES,Count of Errored Seconds (ES) during the current day as measured by hdsl2ShdslEndpointCurr1DayTimeElapsed.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DaySES,1.3.6.1.2.1.10.48.1.5.1.17,column,textual-convention,Hdsl2ShdslPerfCurrDayCount,count,textual convention Hdsl2ShdslPerfCurrDayCount,read-only,no,no,hdsl2ShdslEndpointCurr1DaySES,Count of Severely Errored Seconds (SES) during the current day as measured by hdsl2ShdslEndpointCurr1DayTimeElapsed.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DayCRCanomalies,1.3.6.1.2.1.10.48.1.5.1.18,column,textual-convention,Hdsl2ShdslPerfCurrDayCount,count,textual convention Hdsl2ShdslPerfCurrDayCount,read-only,no,no,hdsl2ShdslEndpointCurr1DayCRCanomalies,Count of CRC anomalies during the current day as measured by hdsl2ShdslEndpointCurr1DayTimeElapsed.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DayLOSWS,1.3.6.1.2.1.10.48.1.5.1.19,column,textual-convention,Hdsl2ShdslPerfCurrDayCount,count,textual convention Hdsl2ShdslPerfCurrDayCount,read-only,no,no,hdsl2ShdslEndpointCurr1DayLOSWS,Count of Loss of Sync Word (LOSW) Seconds during the current day as measured by hdsl2ShdslEndpointCurr1DayTimeElapsed.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurr1DayUAS,1.3.6.1.2.1.10.48.1.5.1.20,column,textual-convention,Hdsl2ShdslPerfCurrDayCount,count,textual convention Hdsl2ShdslPerfCurrDayCount,read-only,no,no,hdsl2ShdslEndpointCurr1DayUAS,Count of Unavailable Seconds (UAS) during the current day as measured by hdsl2ShdslEndpointCurr1DayTimeElapsed.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurrTipRingReversal,1.3.6.1.2.1.10.48.1.5.1.21,column,boolean-enum,,,,read-only,no,no,hdsl2ShdslEndpointCurrTipRingReversal,This object indicates the state of the tip/ring for the wire pair.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointCurrActivationState,1.3.6.1.2.1.10.48.1.5.1.22,column,enum,,,,read-only,no,no,hdsl2ShdslEndpointCurrActivationState,This object indicates the activation or training state of the wire pair.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalNumber,1.3.6.1.2.1.10.48.1.6.1.1,column,unsigned32,,hours,description text,not-accessible,no,yes,hdsl2Shdsl15MinIntervalNumber,Performance Data Interval number. Interval 1 is the most recent previous interval; interval 96 is 24 hours ago. Intervals 2..96 are optional.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalES,1.3.6.1.2.1.10.48.1.6.1.2,column,textual-convention,PerfIntervalCount,count,textual convention PerfIntervalCount,read-only,no,no,hdsl2Shdsl15MinIntervalES,Count of Errored Seconds (ES) during the interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalSES,1.3.6.1.2.1.10.48.1.6.1.3,column,textual-convention,PerfIntervalCount,count,textual convention PerfIntervalCount,read-only,no,no,hdsl2Shdsl15MinIntervalSES,Count of Severely Errored Seconds (SES) during the interval.
