device_type,mib_module,object_name,oid,kind,data_type,textual_convention,unit,unit_source,access,configurable,table_index,nsp_attribute_name,description
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalCRCanomalies,1.3.6.1.2.1.10.48.1.6.1.4,column,textual-convention,PerfIntervalCount,count,textual convention PerfIntervalCount,read-only,no,no,hdsl2Shdsl15MinIntervalCRCanomalies,Count of CRC anomalies during the interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalLOSWS,1.3.6.1.2.1.10.48.1.6.1.5,column,textual-convention,PerfIntervalCount,count,textual convention PerfIntervalCount,read-only,no,no,hdsl2Shdsl15MinIntervalLOSWS,Count of Loss of Sync Word (LOSW) Seconds during the interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl15MinIntervalUAS,1.3.6.1.2.1.10.48.1.6.1.6,column,textual-convention,PerfIntervalCount,count,textual convention PerfIntervalCount,read-only,no,no,hdsl2Shdsl15MinIntervalUAS,Count of Unavailable Seconds (UAS) during the interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalNumber,1.3.6.1.2.1.10.48.1.7.1.1,column,unsigned32,,days,description text,not-accessible,no,yes,hdsl2Shdsl1DayIntervalNumber,History Data Interval number. Interval 1 is the most recent previous day; interval 30 is 30 days ago. Intervals 2..30 are optional.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalMoniSecs,1.3.6.1.2.1.10.48.1.7.1.2,column,textual-convention,Hdsl2ShdslPerfTimeElapsed,seconds,textual convention Hdsl2ShdslPerfTimeElapsed,read-only,no,no,hdsl2Shdsl1DayIntervalMoniSecs,The amount of time in the 1-day interval over which the performance monitoring information is actually counted. This value will be the same as the int
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalES,1.3.6.1.2.1.10.48.1.7.1.3,column,textual-convention,Hdsl2Shdsl1DayIntervalCount,count,textual convention Hdsl2Shdsl1DayIntervalCount,read-only,no,no,hdsl2Shdsl1DayIntervalES,Count of Errored Seconds (ES) during the 1-day interval as measured by hdsl2Shdsl1DayIntervalMoniSecs.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalSES,1.3.6.1.2.1.10.48.1.7.1.4,column,textual-convention,Hdsl2Shdsl1DayIntervalCount,count,textual convention Hdsl2Shdsl1DayIntervalCount,read-only,no,no,hdsl2Shdsl1DayIntervalSES,Count of Severely Errored Seconds (SES) during the 1-day interval as measured by hdsl2Shdsl1DayIntervalMoniSecs.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalCRCanomalies,1.3.6.1.2.1.10.48.1.7.1.5,column,textual-convention,Hdsl2Shdsl1DayIntervalCount,count,textual convention Hdsl2Shdsl1DayIntervalCount,read-only,no,no,hdsl2Shdsl1DayIntervalCRCanomalies,Count of CRC anomalies during the 1-day interval as measured by hdsl2Shdsl1DayIntervalMoniSecs.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalLOSWS,1.3.6.1.2.1.10.48.1.7.1.6,column,textual-convention,Hdsl2Shdsl1DayIntervalCount,count,textual convention Hdsl2Shdsl1DayIntervalCount,read-only,no,no,hdsl2Shdsl1DayIntervalLOSWS,Count of Loss of Sync Word (LOSW) Seconds during the 1-day interval as measured by hdsl2Shdsl1DayIntervalMoniSecs.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2Shdsl1DayIntervalUAS,1.3.6.1.2.1.10.48.1.7.1.7,column,textual-convention,Hdsl2Shdsl1DayIntervalCount,count,textual convention Hdsl2Shdsl1DayIntervalCount,read-only,no,no,hdsl2Shdsl1DayIntervalUAS,Count of Unavailable Seconds (UAS) during the 1-day interval as measured by hdsl2Shdsl1DayIntervalMoniSecs.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintLoopbackConfig,1.3.6.1.2.1.10.48.1.8.1.1,column,enum,,,,read-write,yes,no,hdsl2ShdslMaintLoopbackConfig,This object controls configuration of loopbacks for the associated segment endpoint. The status of the loopback is obtained via the hdsl2ShdslEndpoint
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintTipRingReversal,1.3.6.1.2.1.10.48.1.8.1.2,column,boolean-enum,,,,read-only,no,no,hdsl2ShdslMaintTipRingReversal,This object indicates the state of the tip/ring pair at the associated segment endpoint.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintPowerBackOff,1.3.6.1.2.1.10.48.1.8.1.3,column,boolean-enum,,,,read-write,yes,no,hdsl2ShdslMaintPowerBackOff,This object configures the receiver at the associated segment endpoint to operate in default or enhanced power backoff mode.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintSoftRestart,1.3.6.1.2.1.10.48.1.8.1.4,column,boolean-enum,,,,read-write,yes,no,hdsl2ShdslMaintSoftRestart,This object enables the manager to trigger a soft restart of the modem at the associated segment endpoint. The manager may only set this object to the
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintLoopbackTimeout,1.3.6.1.2.1.10.48.1.9.1.1,column,integer,,,,read-write,yes,no,hdsl2ShdslMaintLoopbackTimeout,This object configures the timeout value for loopbacks initiated at segments endpoints contained in the associated unit. A value of 0 disables the tim
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslMaintUnitPowerSource,1.3.6.1.2.1.10.48.1.9.1.2,column,boolean-enum,,,,read-only,no,no,hdsl2ShdslMaintUnitPowerSource,This object indicates the DC power source being used by the associated unit.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfProfileName,1.3.6.1.2.1.10.48.1.10.1.1,column,textual-convention,SnmpAdminString,,,not-accessible,no,yes,hdsl2ShdslSpanConfProfileName,This object is the unique index associated with this profile. Entries in this table are referenced via the object hdsl2ShdslSpanConfProfile in Hdsl2Sh
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfWireInterface,1.3.6.1.2.1.10.48.1.10.1.2,column,enum,,,,read-create,yes,no,hdsl2ShdslSpanConfWireInterface,"This object configures the two-wire or optional four-wire, six-wire, or eight-wire operation for SHDSL lines."
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfMinLineRate,1.3.6.1.2.1.10.48.1.10.1.3,column,unsigned32,,seconds,description text,read-create,yes,no,hdsl2ShdslSpanConfMinLineRate,This object configures the minimum transmission rate for the associated SHDSL Line in bits-per-second (bps) and includes both payload (user data) and
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfMaxLineRate,1.3.6.1.2.1.10.48.1.10.1.4,column,unsigned32,,seconds,description text,read-create,yes,no,hdsl2ShdslSpanConfMaxLineRate,This object configures the maximum transmission rate for the associated SHDSL Line in bits-per-second (bps) and includes both payload (user data) and
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfPSD,1.3.6.1.2.1.10.48.1.10.1.5,column,boolean-enum,,,,read-create,yes,no,hdsl2ShdslSpanConfPSD,This object configures use of symmetric/asymmetric PSD (Power Spectral Density) Mask for the associated SHDSL Line. Support for symmetric PSD is manda
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfTransmissionMode,1.3.6.1.2.1.10.48.1.10.1.6,column,textual-convention,Hdsl2ShdslTransmissionModeType,,,read-create,yes,no,hdsl2ShdslSpanConfTransmissionMode,This object specifies the regional setting for the SHDSL line.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfRemoteEnabled,1.3.6.1.2.1.10.48.1.10.1.7,column,boolean-enum,,,,read-create,yes,no,hdsl2ShdslSpanConfRemoteEnabled,This object enables/disables support for remote management of the units in an SHDSL line from the STU-R via the EOC.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfPowerFeeding,1.3.6.1.2.1.10.48.1.10.1.8,column,enum,,,,read-create,yes,no,hdsl2ShdslSpanConfPowerFeeding,This object enables/disables support for optional power feeding in an SHDSL line.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfCurrCondTargetMarginDown,1.3.6.1.2.1.10.48.1.10.1.9,column,integer,,,,read-create,yes,no,hdsl2ShdslSpanConfCurrCondTargetMarginDown,This object specifies the downstream current condition target SNR margin for an SHDSL line. The SNR margin is the difference between the desired SNR a
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfWorstCaseTargetMarginDown,1.3.6.1.2.1.10.48.1.10.1.10,column,integer,,,,read-create,yes,no,hdsl2ShdslSpanConfWorstCaseTargetMarginDown,This object specifies the downstream worst-case target SNR margin for an SHDSL line. The SNR margin is the difference between the desired SNR and the
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfCurrCondTargetMarginUp,1.3.6.1.2.1.10.48.1.10.1.11,column,integer,,,,read-create,yes,no,hdsl2ShdslSpanConfCurrCondTargetMarginUp,This object specifies the upstream current-condition target SNR margin for an SHDSL line. The SNR margin is the difference between the desired SNR and
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfWorstCaseTargetMarginUp,1.3.6.1.2.1.10.48.1.10.1.12,column,integer,,,,read-create,yes,no,hdsl2ShdslSpanConfWorstCaseTargetMarginUp,This object specifies the upstream worst-case target SNR margin for an SHDSL line. The SNR margin is the difference between the desired SNR and the ac
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfUsedTargetMargins,1.3.6.1.2.1.10.48.1.10.1.13,column,string,,,,read-create,yes,no,hdsl2ShdslSpanConfUsedTargetMargins,Indicates whether a target SNR margin is enabled or disabled. This is a bit-map of possible settings. The various bit positions are as follows: currCo
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfReferenceClock,1.3.6.1.2.1.10.48.1.10.1.14,column,textual-convention,Hdsl2ShdslClockReferenceType,,,read-create,yes,no,hdsl2ShdslSpanConfReferenceClock,This object configures the clock reference for the STU-C in an SHDSL Line.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfLineProbeEnable,1.3.6.1.2.1.10.48.1.10.1.15,column,boolean-enum,,,,read-create,yes,no,hdsl2ShdslSpanConfLineProbeEnable,"This object enables/disables support for Line Probe of the units in an SHDSL line. When Line Probe is enabled, the system performs Line Probing to fin"
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslSpanConfProfileRowStatus,1.3.6.1.2.1.10.48.1.10.1.16,column,textual-convention,RowStatus,,,read-create,yes,no,hdsl2ShdslSpanConfProfileRowStatus,This object controls creation/deletion of the associated entry in this table per the semantics of RowStatus. If an active entry is referenced in hdsl2
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointAlarmConfProfileName,1.3.6.1.2.1.10.48.1.11.1.1,column,textual-convention,SnmpAdminString,,,not-accessible,no,yes,hdsl2ShdslEndpointAlarmConfProfileName,This object is the unique index associated with this profile.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshLoopAttenuation,1.3.6.1.2.1.10.48.1.11.1.2,column,integer,,,,read-create,yes,no,hdsl2ShdslEndpointThreshLoopAttenuation,"This object configures the loop attenuation alarm threshold. When the current value of hdsl2ShdslEndpointCurrAtn reaches or exceeds this threshold, an"
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshSNRMargin,1.3.6.1.2.1.10.48.1.11.1.3,column,integer,,,,read-create,yes,no,hdsl2ShdslEndpointThreshSNRMargin,"This object configures the SNR margin alarm threshold. When the current value of hdsl2ShdslEndpointCurrSnrMgn reaches or drops below this threshold, a"
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshES,1.3.6.1.2.1.10.48.1.11.1.4,column,textual-convention,Hdsl2ShdslPerfIntervalThreshold,seconds,description text,read-create,yes,no,hdsl2ShdslEndpointThreshES,This object configures the threshold for the number of Errored Seconds (ES) within any given 15-minute performance data collection interval. If the va
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshSES,1.3.6.1.2.1.10.48.1.11.1.5,column,textual-convention,Hdsl2ShdslPerfIntervalThreshold,seconds,description text,read-create,yes,no,hdsl2ShdslEndpointThreshSES,This object configures the threshold for the number of Severely Errored Seconds (SES) within any given 15-minute performance data collection interval.
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshCRCanomalies,1.3.6.1.2.1.10.48.1.11.1.6,column,integer,,minutes,description text,read-create,yes,no,hdsl2ShdslEndpointThreshCRCanomalies,This object configures the threshold for the number of CRC anomalies within any given 15-minute performance data collection interval. If the value of
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshLOSWS,1.3.6.1.2.1.10.48.1.11.1.7,column,textual-convention,Hdsl2ShdslPerfIntervalThreshold,seconds,description text,read-create,yes,no,hdsl2ShdslEndpointThreshLOSWS,This object configures the threshold for the number of Loss of Sync Word (LOSW) Seconds within any given 15-minute performance data collection interva
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointThreshUAS,1.3.6.1.2.1.10.48.1.11.1.8,column,textual-convention,Hdsl2ShdslPerfIntervalThreshold,seconds,description text,read-create,yes,no,hdsl2ShdslEndpointThreshUAS,This object configures the threshold for the number of Unavailable Seconds (UAS) within any given 15-minute performance data collection interval. If t
dsl-modem,HDSL2-SHDSL-LINE-MIB,hdsl2ShdslEndpointAlarmConfProfileRowStatus,1.3.6.1.2.1.10.48.1.11.1.9,column,textual-convention,RowStatus,,,read-create,yes,no,hdsl2ShdslEndpointAlarmConfProfileRowStatus,This object controls creation/deletion of the associated entry in this table as per the semantics of RowStatus. If an active entry is referenced in ei
dsl-modem,EFM-CU-MIB,efmCuPAFAdminState,1.3.6.1.2.1.167.1.1.1.1.1,column,boolean-enum,,,,read-write,yes,no,efmCuPAFAdminState,"Administrative (desired) state of the PAF of the EFMCu port (PCS). When 'disabled', PME Aggregation will not be performed by the PCS. No more than a s"
dsl-modem,EFM-CU-MIB,efmCuPAFDiscoveryCode,1.3.6.1.2.1.167.1.1.1.1.2,column,mac-address,PhysAddress,bytes,description text,read-write,yes,no,efmCuPAFDiscoveryCode,"PAF Discovery Code of the EFMCu port (PCS). A unique 6 Byte long code used by the Discovery function, when PAF is supported. PCS ports incapable of su"
dsl-modem,EFM-CU-MIB,efmCuAdminProfile,1.3.6.1.2.1.167.1.1.1.1.3,column,textual-convention,ProfileIndexList,,,read-write,yes,no,efmCuAdminProfile,"Desired configuration Profile(s), common for all PMEs in the EFMCu port. This object is a list of pointers to entries in either efmCuPme2BProfileTable"
dsl-modem,EFM-CU-MIB,efmCuTargetDataRate,1.3.6.1.2.1.167.1.1.1.1.4,column,unsigned32,,kbps,description text,read-write,yes,no,efmCuTargetDataRate,"Desired EFMCu port 'net' (as seen across MII) Data Rate in Kbps, to be achieved during initialization, under spectral restrictions placed on each PME"
dsl-modem,EFM-CU-MIB,efmCuTargetSnrMgn,1.3.6.1.2.1.167.1.1.1.1.5,column,unsigned32,,,,read-write,yes,no,efmCuTargetSnrMgn,"Desired EFMCu port SNR Margin to be achieved on all PMEs assigned to the port, during initializiation. (The SNR margin is the difference between the d"
dsl-modem,EFM-CU-MIB,efmCuAdaptiveSpectra,1.3.6.1.2.1.167.1.1.1.1.6,column,boolean,TruthValue,,,read-write,yes,no,efmCuAdaptiveSpectra,Indicates how to utilize excess capacity when the copper environment allows to achieve higher total data rate than that specified by the efmCuTargetDa
dsl-modem,EFM-CU-MIB,efmCuThreshLowRate,1.3.6.1.2.1.167.1.1.1.1.7,column,unsigned32,,,,read-write,yes,no,efmCuThreshLowRate,This object configures the EFMCu port low rate crossing alarm threshold. When the current value of ifSpeed for this port reaches/drops below or exceed
dsl-modem,EFM-CU-MIB,efmCuLowRateCrossingEnable,1.3.6.1.2.1.167.1.1.1.1.8,column,boolean,TruthValue,,,read-write,yes,no,efmCuLowRateCrossingEnable,Indicates whether efmCuLowRateCrossing notifications should be generated for this interface. Value of true(1) indicates that efmCuLowRateCrossing noti
dsl-modem,EFM-CU-MIB,efmCuPAFSupported,1.3.6.1.2.1.167.1.1.2.1.1,column,boolean,TruthValue,,,read-only,no,no,efmCuPAFSupported,PME Aggregation Function (PAF) Capability of the EFMCu port (PCS). This object has a value of true(1) when the PCS can perform PME aggregation on the
dsl-modem,EFM-CU-MIB,efmCuPeerPAFSupported,1.3.6.1.2.1.167.1.1.2.1.2,column,textual-convention,TruthValueOrUnknown,,,read-only,no,no,efmCuPeerPAFSupported,PME Aggregation Function (PAF) Capability of the EFMCu port (PCS) link partner. This object has a value of true(1) when the remote PCS can perform PME
dsl-modem,EFM-CU-MIB,efmCuPAFCapacity,1.3.6.1.2.1.167.1.1.2.1.3,column,unsigned32,,,,read-only,no,no,efmCuPAFCapacity,Number of PMEs that can be aggregated by the local PAF. The number of PMEs currently assigned to a particular EFMCu port (efmCuNumPMEs) is never great
dsl-modem,EFM-CU-MIB,efmCuPeerPAFCapacity,1.3.6.1.2.1.167.1.1.2.1.4,column,unsigned32,,,,read-only,no,no,efmCuPeerPAFCapacity,Number of PMEs that can be aggregated by the PAF of the peer Phy (PCS port). Value of 0 is returned when peer PAF Capacity is unknown (peer cannot be
dsl-modem,EFM-CU-MIB,efmCuFltStatus,1.3.6.1.2.1.167.1.1.3.1.1,column,string,,,,read-only,no,no,efmCuFltStatus,EFMCu (PCS) port Fault Status. This is a bitmap of possible conditions. The various bit positions are: noPeer - peer PHY cannot be reached (e.g. no PM
dsl-modem,EFM-CU-MIB,efmCuPortSide,1.3.6.1.2.1.167.1.1.3.1.2,column,enum,,,,read-only,no,no,efmCuPortSide,EFM port mode of operation (subtype). The value of 'subscriber' indicates the port is designated as '-R' subtype (all PMEs assigned to this port are o
dsl-modem,EFM-CU-MIB,efmCuNumPMEs,1.3.6.1.2.1.167.1.1.3.1.3,column,unsigned32,,,,read-only,no,no,efmCuNumPMEs,Number of PMEs that is currently aggregated by the local PAF (assigned to the EFMCu port using ifStackTable). This number is never greater than efmCuP
dsl-modem,EFM-CU-MIB,efmCuPAFInErrors,1.3.6.1.2.1.167.1.1.3.1.4,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInErrors,A number of fragments that have been received across the gamma interface with RxErr asserted and discarded. This read-only counter is inactive (not in
dsl-modem,EFM-CU-MIB,efmCuPAFInSmallFragments,1.3.6.1.2.1.167.1.1.3.1.5,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInSmallFragments,"A number of fragments smaller than minFragmentSize (64 Bytes), which have been received across the gamma interface and discarded. This read-only count"
dsl-modem,EFM-CU-MIB,efmCuPAFInLargeFragments,1.3.6.1.2.1.167.1.1.3.1.6,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInLargeFragments,"A number of fragments larger than maxFragmentSize (512 Bytes), which have been received across the gamma interface and discarded. This read-only count"
dsl-modem,EFM-CU-MIB,efmCuPAFInBadFragments,1.3.6.1.2.1.167.1.1.3.1.7,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInBadFragments,"A number of fragments which do not fit into the sequence expected by the frame assembly function, that have been received across the gamma interface a"
dsl-modem,EFM-CU-MIB,efmCuPAFInLostFragments,1.3.6.1.2.1.167.1.1.3.1.8,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInLostFragments,"A number of gaps in the sequence of fragments, which have been received across the gamma interface (the frame buffer is flushed to the next valid fram"
dsl-modem,EFM-CU-MIB,efmCuPAFInLostStarts,1.3.6.1.2.1.167.1.1.3.1.9,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInLostStarts,A number of missing StartOfPacket indicators expected by the frame assembly function. This read-only counter is inactive when the PAF is unsupported o
dsl-modem,EFM-CU-MIB,efmCuPAFInLostEnds,1.3.6.1.2.1.167.1.1.3.1.10,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInLostEnds,A number of missing EndOfPacket indicators expected by the frame assembly function. This read-only counter is inactive when the PAF is unsupported or
dsl-modem,EFM-CU-MIB,efmCuPAFInOverflows,1.3.6.1.2.1.167.1.1.3.1.11,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPAFInOverflows,"A number of fragments, received across the gamma interface and discarded, which would have caused the frame assembly buffer to overflow. This read-onl"
dsl-modem,EFM-CU-MIB,efmCuPmeAdminSubType,1.3.6.1.2.1.167.1.2.1.1.1,column,enum,,,,read-write,yes,no,efmCuPmeAdminSubType,Administrative (desired) sub-type of the PME. Possible values are: ieee2BaseTLO - PME SHALL operate as 2BaseTL-O ieee2BaseTLR - PME SHALL operate as 2
dsl-modem,EFM-CU-MIB,efmCuPmeAdminProfile,1.3.6.1.2.1.167.1.2.1.1.2,column,textual-convention,ProfileIndexOrZero,,,read-write,yes,no,efmCuPmeAdminProfile,"Desired PME configuration Profile. This object is a pointer to an entry in either efmCuPme2BProfileTable or efmCuPme10PProfileTable, depending on the"
dsl-modem,EFM-CU-MIB,efmCuPAFRemoteDiscoveryCode,1.3.6.1.2.1.167.1.2.1.1.3,column,mac-address,PhysAddress,bytes,description text,read-write,yes,no,efmCuPAFRemoteDiscoveryCode,PAF Remote Discovery Code of the PME port at CO. A 6 Byte long Discovery Code of the peer PCS connected via the PME. Reading this object results in a
dsl-modem,EFM-CU-MIB,efmCuPmeThreshLineAtn,1.3.6.1.2.1.167.1.2.1.1.4,column,integer,,,,read-write,yes,no,efmCuPmeThreshLineAtn,Desired Line Attenuation Threshold for the 2B/10P PME. This object configures the line attenuation alarm threshold. When the current value of Line Att
dsl-modem,EFM-CU-MIB,efmCuPmeThreshSnrMgn,1.3.6.1.2.1.167.1.2.1.1.5,column,integer,,,,read-write,yes,no,efmCuPmeThreshSnrMgn,Desired SNR Margin Threshold for the 2B/10P PME. This object configures the SNR margin alarm threshold. When the current value of SNR Margin reaches o
dsl-modem,EFM-CU-MIB,efmCuPmeLineAtnCrossingEnable,1.3.6.1.2.1.167.1.2.1.1.6,column,boolean,TruthValue,,,read-write,yes,no,efmCuPmeLineAtnCrossingEnable,Indicates whether efmCuPmeLineAtnCrossing notifications should be generated for this interface. Value of true(1) indicates that efmCuPmeLineAtnCrossin
dsl-modem,EFM-CU-MIB,efmCuPmeSnrMgnCrossingEnable,1.3.6.1.2.1.167.1.2.1.1.7,column,boolean,TruthValue,,,read-write,yes,no,efmCuPmeSnrMgnCrossingEnable,Indicates whether efmCuPmeSnrMgnCrossing notifications should be generated for this interface. Value of true(1) indicates that efmCuPmeSnrMgnCrossing
dsl-modem,EFM-CU-MIB,efmCuPmeDeviceFaultEnable,1.3.6.1.2.1.167.1.2.1.1.8,column,boolean,TruthValue,,,read-write,yes,no,efmCuPmeDeviceFaultEnable,Indicates whether efmCuPmeDeviceFault notifications should be generated for this interface. Value of true(1) indicates that efmCuPmeDeviceFault notifi
dsl-modem,EFM-CU-MIB,efmCuPmeConfigInitFailEnable,1.3.6.1.2.1.167.1.2.1.1.9,column,boolean,TruthValue,,,read-write,yes,no,efmCuPmeConfigInitFailEnable,Indicates whether efmCuPmeConfigInitFailure notifications should be generated for this interface. Value of true(1) indicates that efmCuPmeConfigInitFa
dsl-modem,EFM-CU-MIB,efmCuPmeProtocolInitFailEnable,1.3.6.1.2.1.167.1.2.1.1.10,column,boolean,TruthValue,,,read-write,yes,no,efmCuPmeProtocolInitFailEnable,Indicates whether efmCuPmeProtocolInitFailure notifications should be generated for this interface. Value of true(1) indicates that efmCuPmeProtocolIn
dsl-modem,EFM-CU-MIB,efmCuPmeSubTypesSupported,1.3.6.1.2.1.167.1.2.2.1.1,column,string,,,,read-only,no,no,efmCuPmeSubTypesSupported,PME supported sub-types. This is a bitmap of possible sub-types. The various bit positions are: ieee2BaseTLO - PME is capable of operating as 2BaseTL-
dsl-modem,EFM-CU-MIB,efmCuPmeOperStatus,1.3.6.1.2.1.167.1.2.3.1.1,column,enum,,frames,description text,read-only,no,no,efmCuPmeOperStatus,Current PME link Operational Status. Possible values are: up(1) - link is Up and ready to pass 64/65B encoded frames or fragments. downNotReady(2) - l
dsl-modem,EFM-CU-MIB,efmCuPmeFltStatus,1.3.6.1.2.1.167.1.2.3.1.2,column,string,,,,read-only,no,no,efmCuPmeFltStatus,Current/Last PME link Fault Status. This is a bitmap of possible conditions. The various bit positions are: lossOfFraming - Loss of Framing for 10P or
dsl-modem,EFM-CU-MIB,efmCuPmeOperSubType,1.3.6.1.2.1.167.1.2.3.1.3,column,enum,,,,read-only,no,no,efmCuPmeOperSubType,Current operational sub-type of the PME. Possible values are: ieee2BaseTLO - PME operates as 2BaseTL-O ieee2BaseTLR - PME operates as 2BaseTL-R ieee10
dsl-modem,EFM-CU-MIB,efmCuPmeOperProfile,1.3.6.1.2.1.167.1.2.3.1.4,column,textual-convention,ProfileIndexOrZero,,,read-only,no,no,efmCuPmeOperProfile,"PME current operating Profile. This object is a pointer to an entry in either efmCuPme2BProfileTable or efmCuPme10PProfileTable, depending on the curr"
dsl-modem,EFM-CU-MIB,efmCuPmeSnrMgn,1.3.6.1.2.1.167.1.2.3.1.5,column,integer,,,,read-only,no,no,efmCuPmeSnrMgn,The current Signal-to-Noise Ratio (SNR) margin with respect to the received signal as perceived by the local PME. The value of 65535 is returned when
dsl-modem,EFM-CU-MIB,efmCuPmePeerSnrMgn,1.3.6.1.2.1.167.1.2.3.1.6,column,integer,,dB,description text,read-only,no,no,efmCuPmePeerSnrMgn,"The current SNR margin in dB with respect to the received signal, as perceived by the remote (link partner) PME. The value of 65535 is returned when P"
dsl-modem,EFM-CU-MIB,efmCuPmeLineAtn,1.3.6.1.2.1.167.1.2.3.1.7,column,integer,,dB,description text,read-only,no,no,efmCuPmeLineAtn,The current Line Attenuation in dB as perceived by the local PME. The value of 65535 is returned when PME is down or initializing. If a Clause 45 MDIO
dsl-modem,EFM-CU-MIB,efmCuPmePeerLineAtn,1.3.6.1.2.1.167.1.2.3.1.8,column,integer,,dB,description text,read-only,no,no,efmCuPmePeerLineAtn,The current Line Attenuation in dB as perceived by the remote (link partner) PME. The value of 65535 is returned when PME is down or initializing. Thi
dsl-modem,EFM-CU-MIB,efmCuPmeEquivalentLength,1.3.6.1.2.1.167.1.2.3.1.9,column,unsigned32,,distance,description text,read-only,no,no,efmCuPmeEquivalentLength,"An estimate of the equivalent loop's Physical Length in meters, as perceived by the PME after the link is established. An equivalent loop is a hypothe"
dsl-modem,EFM-CU-MIB,efmCuPmeTCCodingErrors,1.3.6.1.2.1.167.1.2.3.1.10,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPmeTCCodingErrors,A number of 64/65-octet encapsulation errors. This counter is incremented for each 64/65-octet encapsulation error detected by the 64/65-octet receive
dsl-modem,EFM-CU-MIB,efmCuPmeTCCrcErrors,1.3.6.1.2.1.167.1.2.3.1.11,column,counter32,,count,SMI type counter32,read-only,no,no,efmCuPmeTCCrcErrors,A number of TC-CRC errors. This counter is incremented for each TC-CRC error detected by the 64/65-octet receive function (see 61.3.3.3 and Figure 61-
dsl-modem,EFM-CU-MIB,efmCuPme2BProfileIndex,1.3.6.1.2.1.167.1.2.5.2.1.1,column,textual-convention,ProfileIndex,,,not-accessible,no,yes,efmCuPme2BProfileIndex,2BASE-TL PME Profile index. This object is the unique index associated with this profile. Entries in this table are referenced via efmCuAdminProfile o
